tic,n_events_ge2,max_event_snr,period_fap,tls_sde,ra,dec,Tmag,Teff,rad
267090033,6,8.931563938108718,0.4855144855144855,7.924927963457402,5.41676151469976,-74.3044010029774,10.8565,5438.0,0.849823
268765642,11,6.619674912800062,0.5974025974025974,4.648384928260451,31.9501976810021,-18.2166611511753,9.25097,5603.0,1.37073
268765670,5,2.4508382371459976,0.2527472527472527,7.545273914843913,32.0064486392606,-18.3663262541588,13.7248,3019.0,0.188135
267324084,14,3.552617805859674,0.7172827172827173,5.200255005046639,7.83919121023722,-77.0976292195194,10.7148,5775.0,0.932557
269847768,9,3.6001414223426154,0.5554445554445554,4.401041366506123,5.6936085118076,-4.14883990060058,10.3268,5693.0,0.883541
268785978,10,4.166918070963134,0.7752247752247752,3.858239048546117,32.7959010118358,-18.8625751042893,10.2346,5590.0,1.00125
270166054,10,7.211914359507173,0.1288711288711288,4.539228340778292,330.076961830682,-26.9333793084451,10.7557,5202.0,0.798457
270286182,13,3.457755371349473,0.6013986013986014,5.57253610087557,19.9823432555134,-47.2379225420292,10.7508,5927.0,0.892192
270173850,10,3.3159366959445293,0.6493506493506493,5.734462958413102,331.280713946784,-73.509247164757,9.0089,5384.5,0.929998
270249497,12,3.674317717083768,0.4925074925074925,6.721862784485846,330.441607559373,-28.0206774375159,8.68084,6579.0,1.9168
270268773,12,3.2120684325165696,0.7492507492507493,6.671504192449819,357.094374748528,-13.203308324888,9.90567,6158.0,1.72459
270174158,17,3.839284495396915,0.7392607392607392,7.801576671861486,331.328881067499,-72.6655768647429,10.5606,5464.0,0.887911
270260170,19,3.648739878194008,0.8191808191808192,4.854413134655343,359.080759284015,-40.235502731966,12.4114,3440.0,0.459282
270269007,6,2.921072113400095,0.2807192807192807,6.425921009710933,357.035021235786,-14.585425360744,9.79543,5419.0,0.904702
270302483,11,3.5295548497006153,0.5484515484515484,4.581779600371141,330.953187875006,-29.1948914546224,10.1551,6295.1,1.85491
270303376,5,2.927839807084004,0.1158841158841158,6.093553655992419,331.28274323539,-29.1348089338601,10.1213,5902.0,3.14621
270337261,11,3.4830523285072745,0.0459540459540459,5.814241294041422,331.441636517431,-28.6790873131099,13.6402,3380.0,0.361388
270480629,11,3.818388310271342,0.0979020979020979,6.414198911334527,0.195274717404587,-35.1683432405986,10.3863,3725.0,0.552307
270621612,8,3.5111134131570223,0.2137862137862138,6.395055226394272,358.620671058744,-32.4718162522269,8.4098,6221.0,1.15797
270481071,15,3.1640881660434577,0.4575424575424575,7.054350523506372,0.17499189635346,-32.5585264953287,9.5046,6205.0,1.2199
270622780,12,3.030520220312323,0.5084915084915085,5.998941185592535,358.811976029329,-33.6210268276368,10.0893,5665.0,1.17176
270653912,14,2.9344978829442616,0.7442557442557443,4.916309387890768,352.663522354442,-38.3276868782053,7.8979,6044.76,2.3078
273555466,16,3.2255366459057764,0.4725274725274725,6.8437576621775404,356.677807731291,-76.0741286381625,10.4809,5718.9,0.943563
273569625,19,3.1440839515241796,0.6273726273726273,5.092120707731725,356.949866847603,-74.9363545214422,10.5195,5895.7,1.03273
273734245,10,2.4858634386858904,0.3376623376623376,5.444419428212851,340.896251648134,-78.8586691423511,8.3351,5701.8,1.80423
273652136,9,4.065762373694484,0.0769230769230769,5.39237554409966,338.835104267585,-79.1858521779301,9.6326,5800.4,1.11616
277891996,12,3.7495397240410138,0.4925074925074925,6.343188689648822,353.860807938561,-74.246432700317,10.9666,4800.0,0.736648
273792114,18,3.5977783025584573,0.5414585414585414,5.00472996453921,30.5676873665437,-62.9954012973331,11.2206,5420.0,0.789806
277892453,3,2.672326727933746,0.0809190809190809,5.737190903121125,353.976252573838,-72.9491760084566,9.1542,6241.0,1.18425
277911424,17,2.9612978551000553,0.924075924075924,6.263233405577998,354.542495640918,-77.3202010155626,9.6121,6050.0,1.54316
277911656,14,2.8210487527568344,0.2907092907092907,5.684872196795947,354.441304073718,-76.5338642867779,9.405,6799.0,1.39981
277912869,9,2.91895198999745,0.4355644355644356,7.60726098912913,354.58200381204,-72.6244555163971,8.9906,5558.7,0.955759
277940529,20,2.96064276791244,0.956043956043956,6.073805160966452,355.52531861361,-72.6656380981582,9.6496,5695.4,1.13814
278990983,20,3.4731441296399552,0.6063936063936064,5.382344267302839,101.974929310905,-58.0806964086375,9.0785,6079.0,3.06339
278777620,35,5.356626996015591,0.0409590409590409,7.686144403082677,99.7439273601315,-59.8641765699485,10.0537,5590.13,1.14809
278991349,23,3.0663360920626297,0.1808191808191808,4.424875976339887,102.058465725692,-57.4842610333305,8.1948,6684.0,1.59202
278779083,33,4.4676690259139225,0.3306693306693307,5.763937167796144,100.024205237365,-57.0778535514278,10.0337,5806.0,1.09675
278991073,37,3.305610177887553,0.3446553446553446,6.959836639522734,101.996753741942,-57.9493313809634,10.1025,6011.98,1.17076
