tic,n_events_ge2,max_event_snr,period_fap,tls_sde,ra,dec,Tmag,Teff,rad
369219891,12,2.9791930099174895,0.8031968031968032,4.876543124789911,314.182328859382,-37.4947301609834,9.8907,5495.0,1.20019
37716825,7,4.638620145429926,0.5924075924075924,5.1009722141091265,3.99659675076339,-7.82730342897092,9.8114,5135.0,0.821806
37744730,12,11.35065859771478,0.4825174825174825,4.097754834976978,4.31687926814176,-7.33601717925938,10.6649,5261.0,0.763194
37745685,14,6.548732660741629,0.7032967032967034,6.300817342657496,4.45544867247396,-11.1426558115843,11.0557,5381.0,1.34142
37773644,7,3.2450624916394943,0.2587412587412587,4.274275316318386,5.55031001676149,-7.10198944294721,10.277,5352.0,1.83241
3806602,11,4.013043974155361,0.8571428571428571,4.825496187761394,9.63311510191174,-8.30927651160715,8.74344,6045.05,1.43017
380824767,13,3.4952084393832936,0.8721278721278721,6.145936234860637,357.28948620969,-34.491905620843,9.6835,5211.0,0.796028
380827643,14,2.935957462578288,0.4855144855144855,5.0820700290046155,357.660367152254,-35.5817187014054,9.2045,6885.0,1.19357
382304517,15,3.326073800986236,0.0239760239760239,5.140317616823932,345.447495036262,-74.3241921550733,10.9483,4292.5,0.570428
393963749,15,2.9793182434953445,0.3486513486513486,5.0164727138424885,352.560686867837,-38.6476018012385,9.9129,6239.0,1.24538
396695653,10,3.2821441522515125,0.7732267732267732,4.387012667095644,65.0194223752376,-55.516032481818,10.5212,5310.0,1.01933
396723074,6,3.944252217551029,0.1538461538461538,4.640220769326251,65.9002238116358,-56.8558893246061,10.3027,5935.4,1.14923
40047077,18,3.5431485960006492,0.0009990009990009,7.682267791841371,6.46239877332452,-9.9610906891176,11.4061,3327.0,0.38793
402026350,21,3.76270886738811,0.9010989010989012,6.193123036446235,353.478879278291,-42.8647145322388,10.4647,5559.0,0.979051
402129754,14,5.153109049094555,0.4645354645354645,7.736427265715287,11.4887333301865,-30.7092473122314,7.32236,6182.0,2.61379
405428895,16,3.4238015123653343,0.7492507492507493,5.824822214870256,357.325452306976,-79.4808810767589,11.0107,4307.7,0.613319
408004431,2,3.3833106621954516,0.1148851148851148,6.323823884825748,3.32850492674997,-8.32464884261383,8.99814,6342.5,1.99317
419051315,13,3.185954219084,0.2967032967032967,7.778823159137333,3.61425489784975,-19.0987344367196,9.0038,7289.0,1.69816
425931703,33,3.090976043136145,0.5974025974025974,8.838727100702652,2.65785902727548,-63.6343475396081,8.1996,6080.0,2.60624
425936552,6,3.036846013416282,0.0939060939060939,9.06253322394928,4.95392492596676,-60.9121734246877,7.4629,6215.0,1.16287
441056293,14,7.485758820073011,0.4905094905094905,9.229281593619351,359.524216590599,-17.0348098620945,9.6502,5234.0,0.764285
441193637,17,3.894640678563704,0.5864135864135864,5.226658823314903,334.857700255762,-28.5360093834627,9.8977,5564.0,1.11211
44626145,0,,,5.293014805698712,341.518276560921,-45.8418533206818,7.6406,6742.12,2.12962
469947160,6,3.224918372912512,0.3396603396603396,5.003448969518105,15.138812623916,-52.1379959356681,8.885,5770.8,1.1959
469948126,16,3.3645011436459336,0.2267732267732267,7.236784033109815,15.3317071950146,-50.7858550443499,10.4501,4933.0,1.07031
469980385,20,3.656302455810786,0.995004995004995,5.005089279075356,342.454807711791,-70.1517650999527,8.9452,6021.0,1.16685
52077955,10,2.711729149994099,0.5814185814185814,5.242866154533451,17.1261524129583,-69.9084425024782,10.2248,5602.0,0.880746
53938270,18,4.055357407970795,0.9470529470529472,5.132796118261806,328.516546088838,-28.4898201726733,10.2697,5737.0,1.09903
60111124,16,3.5363901772434865,0.0639360639360639,5.052314757476241,333.709133469947,-31.2369654902247,12.4142,3429.0,0.361975
66356538,14,3.6801218655361154,0.5124875124875125,4.518003996251503,12.0954390675281,-34.050065574937,9.881,6220.0,1.22963
70777408,13,3.3811889780396323,0.4145854145854146,5.837134187254081,1.52150185349938,-31.4443316539836,9.0807,5795.0,0.901725
79424904,17,4.073382352967686,0.7712287712287712,4.728964343246189,320.726928042321,-49.1784745537702,10.4493,5656.0,0.892773
80339388,11,3.802136561647432,0.5474525474525475,4.102638594833983,8.9233404112299,-46.3580429307919,9.2072,5573.5,2.26842
80438901,12,3.8249061603226657,0.3696303696303696,5.436303510454878,11.7778706991775,-45.4073540028476,9.9539,4812.0,0.819688
92196301,10,3.2663162673633748,0.1788211788211788,6.047025170604785,334.635472381399,-47.7697336349556,10.6507,5804.0,0.927478
92444934,1,2.188434924700778,,4.470761127527077,314.429705852015,-32.7998699466038,9.4968,6009.0,1.37457
92451349,15,10.487427843311336,0.6903096903096904,6.212822588402271,314.745609657264,-31.6437136401531,8.1653,6796.98,2.44062
92706840,7,13.72627972749,0.1938061938061938,4.529265756794735,316.297706496669,-32.3445536846632,7.7989,8050.0,1.93209
