tic,P,Rp,b,k,t14_seeded,Lb,obs_R,P_hat,P_true,fap_sealed,fap_full,fap_cur,bitexact,gate_sealed,gate_full,gate_cur,n_cur,curtailed,t_sealed,t_full,t_cur
270269007,1.0,4,0.0,15,0.05,0.15000000000000002,0.9914719588442413,1.0026188582029567,1.0,0.001998001998001998,0.001998001998001998,0.001998001998001998,True,True,True,True,1000,False,13.511487999999986,1.7501399999999876,1.756529999999998
219334689,1.0,4,0.3,43,0.05,0.15000000000000002,0.9970489288315325,1.000693474559761,1.0,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,28.120891,4.04018099999999,4.009424000000024
66410290,1.0,8,0.3,27,0.1,0.30000000000000004,0.8145609117890866,1.0036894753103325,1.0,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,13.810633999999993,2.1911560000000065,2.1900579999999934
149993861,1.0,4,0.3,65,0.05,0.15000000000000002,0.9313684771635273,0.5000756785918268,1.0,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,41.667167000000006,6.564295999999985,6.540044999999992
98678529,1.0,8,0.3,9,0.2,0.6000000000000001,0.945994241173787,0.994681597657581,1.0,0.1048951048951049,0.1048951048951049,0.01098901098901099,True,False,False,False,103,True,8.716010000000011,1.4053739999999948,0.14380500000001462
207174734,1.0,8,0.0,39,0.05,0.15000000000000002,0.9273367840111351,1.0013286547624662,1.0,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,26.030371000000002,3.820592000000005,3.81036899999998
41898474,1.0,8,0.6,4,0.1,0.30000000000000004,0.9978897614823254,3.6199952259318398,1.0,0.007992007992007992,0.007992007992007992,0.007992007992007992,True,True,True,True,1000,False,23.072456999999986,2.3488319999999874,2.335489999999993
410253041,1.0,8,0.6,26,0.05,0.15000000000000002,0.8559603713024815,0.5013199184545635,1.0,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,14.877409999999998,2.109127000000001,2.1170689999999865
421937394,1.0,12,0.0,26,0.05,0.15000000000000002,0.8564091006938793,0.5012086642712883,1.0,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,14.75838299999998,1.937595000000016,1.955658000000028
254302983,1.0,12,0.6,26,0.05,0.15000000000000002,0.8777757816261507,0.5005158575861397,1.0,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,14.418766000000005,2.1930749999999932,2.177540999999991
197978738,1.0,12,0.0,26,0.05,0.15000000000000002,0.8631703146835455,1.0050172036947613,1.0,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,14.717468999999994,2.0592639999999847,2.0744589999999903
24696180,1.0,8,0.0,50,0.1,0.30000000000000004,0.8834786414455237,1.0016628770831641,1.0,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,33.606149000000016,4.504076999999995,4.506785000000008
92497469,1.0,12,0.3,30,0.05,0.15000000000000002,0.659539051759107,0.5010816215878546,1.0,0.001998001998001998,0.001998001998001998,0.001998001998001998,True,True,True,True,1000,False,14.597036000000003,2.108981,2.113958999999994
12787544,1.0,12,0.6,27,0.05,0.15000000000000002,0.8389952009135572,1.0025294485048202,1.0,0.000999000999000999,0.000999000999000999,0.000999000999000999,True,True,True,True,1000,False,14.091646000000026,2.1686750000000075,2.161235000000005
469939625,2.0,2,0.3,3,0.8,2.4000000000000004,0.9402176758468542,0.6111271542879279,2.0,0.6553446553446554,0.6553446553446554,0.01098901098901099,True,False,False,False,12,True,11.46704200000002,1.9618169999999964,0.02557199999998261
