tic,k,obs_R,ge_ref,ge_full,gate_ref,gate_full,gate_cur,n_cur,curtailed,t_full,t_cur,t_sealed,ge_sealed_live
114818487,4,0.9289298891713825,324,324,False,False,False,32,True,1.8944769999999949,0.060410000000018726,12.484222999999986,324.0
114818789,10,0.6396427818566596,384,384,False,False,False,26,True,2.011507999999992,0.055959000000001424,13.231305000000006,384.0
114858562,11,0.5477234251666663,779,779,False,False,False,12,True,2.099347999999992,0.02465799999998808,13.159437999999994,779.0
102063797,29,0.3695755133834646,866,866,False,False,False,10,True,3.879244,0.03689200000000881,25.106566,866.0
102070608,28,0.4356130936773147,389,389,False,False,False,21,True,3.8361890000000045,0.08320899999999654,25.117856000000003,389.0
115114717,9,0.66407417498201,465,465,False,False,False,25,True,2.0738290000000177,0.05505000000002269,,
115115136,12,0.8756999601419702,6,6,True,True,True,1000,False,1.8041279999999915,1.7720369999999832,,
115150962,13,0.5813163947337865,703,703,False,False,False,13,True,2.1024170000000026,0.027639999999991005,,
11518255,8,0.8027799326018998,353,353,False,False,False,37,True,1.462886999999995,0.054961999999989075,,
114859570,17,0.4622799432544735,621,621,False,False,False,16,True,2.046755999999988,0.03242599999998674,13.435491999999982,621.0
114918596,13,0.5238735350425704,691,691,False,False,False,12,True,2.056874999999991,0.024535000000014406,13.640169999999983,691.0
115273603,14,0.5054160822368086,724,724,False,False,False,13,True,1.604832000000016,0.021576000000010254,,
115273621,6,0.761322069747814,470,470,False,False,False,25,True,1.602012000000002,0.04150999999998817,,
114948814,17,0.4608785735143901,811,811,False,False,False,11,True,2.186986999999988,0.02529000000001247,13.798966000000007,811.0
114949823,11,0.5957877161914465,527,527,False,False,False,18,True,1.9049499999999853,0.03202500000000441,13.464602999999983,527.0
115276107,4,0.8920052153193495,88,88,False,False,False,114,True,1.5400520000000029,0.17232400000000325,,
115276582,12,0.5735329554259048,618,618,False,False,False,13,True,1.568996999999996,0.020804999999995744,,
11528214,10,0.6974918329655724,69,69,False,False,False,111,True,1.6725450000000137,0.1847439999999949,,
115284339,10,0.6035484527149227,618,618,False,False,False,13,True,1.537050999999991,0.019015999999993483,,
115320495,10,0.7296390598372993,167,167,False,False,False,40,True,1.5867590000000007,0.06154200000000287,,
115321756,8,0.7262403430933276,495,495,False,False,False,24,True,1.5489059999999881,0.036076000000008435,,
115350058,12,0.564605041818642,680,680,False,False,False,16,True,1.3575050000000033,0.022422000000005937,,
11545988,11,0.5113916307990486,788,788,False,False,False,14,True,1.5911940000000016,0.022866999999990867,,
114950121,3,0.3437500067933488,674,674,False,False,False,16,True,1.561251999999996,0.023663000000027523,11.977525999999983,674.0
114952667,3,0.999980840703553,61,61,False,False,False,190,True,1.764111999999983,0.3404029999999807,12.723917999999998,61.0
11557550,13,0.45710997334370806,829,829,False,False,False,14,True,1.622304999999983,0.02311999999997738,,
115692561,11,0.6317339595238686,212,212,False,False,False,86,True,2.127254999999991,0.18511999999998352,,
115693639,13,0.5633781092208218,578,578,False,False,False,20,True,2.1206200000000024,0.0422969999999907,,
11615061,12,0.6036077135583271,281,281,False,False,False,39,True,1.6213709999999821,0.060687999999998965,,
11645778,10,0.5839325018851644,585,585,False,False,False,15,True,1.5667660000000012,0.023324999999999818,,
11649564,8,0.7118767020357087,442,442,False,False,False,21,True,1.427279000000027,0.030819000000008145,,
11637281,11,0.5963465297832161,389,389,False,False,False,22,True,1.5949070000000063,0.034113000000019156,,
116417661,22,0.9240550988711803,0,0,True,True,True,1000,False,1.8254240000000266,1.830962999999997,,
11651884,12,0.5855025698718623,576,576,False,False,False,20,True,1.5641320000000007,0.03255900000002043,,
11652908,14,0.4332088365148127,857,857,False,False,False,12,True,1.6008360000000152,0.020395000000007713,,
11649619,14,0.607622931991591,345,345,False,False,False,45,True,1.60543100000001,0.07279300000001854,,
11649757,3,0.999867834783756,5,5,True,True,True,1000,False,1.5737900000000025,1.6194919999999797,,
117549467,3,0.9811060585453079,212,212,False,False,False,41,True,1.7901569999999936,0.07409999999998718,,
117643471,13,0.5612661985659841,477,477,False,False,False,25,True,2.2716139999999996,0.05577400000001376,,
117875969,11,0.5862868807758391,572,572,False,False,False,19,True,2.097184999999996,0.03947700000000509,,
118826478,16,0.5544299396026167,369,369,False,False,False,17,True,2.247971000000007,0.03576900000001615,,
120414503,13,0.7103133341767485,199,199,False,False,False,92,True,2.182423,0.19378800000001206,,
120414543,15,0.4784247620389762,733,733,False,False,False,12,True,2.30410599999999,0.029326999999994996,,
120430207,22,0.4312048589346047,797,797,False,False,False,14,True,2.2992029999999772,0.035053000000004886,,
120461208,17,0.4778715869299437,744,744,False,False,False,13,True,2.1858840000000157,0.02906600000000026,,
114953091,11,0.6991246816777953,85,85,False,False,False,190,True,2.2151549999999816,0.422286999999983,13.915748999999977,85.0
114990385,10,0.8118539653711918,77,77,False,False,False,170,True,1.7953029999999899,0.3084249999999997,13.461212999999987,77.0
120461410,15,0.49591042351472536,651,651,False,False,False,21,True,2.2647739999999885,0.04717199999998911,,
120488121,16,0.46841013978962875,538,538,False,False,False,15,True,2.3189769999999896,0.035214000000024726,,
120505367,4,0.8915977519597341,541,541,False,False,False,21,True,1.7331900000000076,0.03821299999998473,,
120565939,17,0.54034201599919,215,215,False,False,False,60,True,2.334836999999993,0.1453949999999793,,
115012786,13,0.6863724865051872,56,56,False,False,False,147,True,2.2277340000000265,0.3436189999999897,14.08159599999999,56.0
115043101,11,0.7030843944232775,192,192,False,False,False,59,True,2.0613170000000025,0.12401099999999587,13.596146000000005,192.0
120584779,20,0.3926912268113085,917,917,False,False,False,11,True,2.304930000000013,0.025640000000009877,,
120608824,13,0.6867681580213372,129,129,False,False,False,104,True,2.206052999999997,0.23815199999998526,,
12393811,2,1.0,126,126,False,False,False,86,True,1.5583030000000235,0.12586799999999698,,
12393831,14,0.6247964987334544,78,78,False,False,False,62,True,2.325759000000005,0.14381499999998937,,
121420805,15,0.9455242274644925,0,0,True,True,True,1000,False,1.8154869999999903,1.8152729999999906,,
121423680,15,0.4780802045532557,767,767,False,False,False,13,True,2.233314000000007,0.026086000000020704,,
12418307,13,0.635023670185337,216,216,False,False,False,48,True,2.213538,0.10170199999998886,,
12434574,8,0.9400280221566042,38,38,False,False,False,254,True,1.7728240000000142,0.45041700000001583,,
12470520,19,0.4664464051273095,704,704,False,False,False,13,True,2.287817000000018,0.028167999999993754,,
12509612,14,0.5950601172136594,327,327,False,False,False,17,True,2.23556099999999,0.03949499999998807,,
12773534,10,0.6224832206907186,188,188,False,False,False,38,True,2.203466999999989,0.08891099999999597,,
12784674,7,0.7101950417642223,478,478,False,False,False,18,True,1.987447000000003,0.03307600000002253,,
12787544,11,0.7033571095353616,141,141,False,False,False,79,True,2.220302999999973,0.1757430000000113,,
136842674,11,0.5417989180712898,797,797,False,False,False,13,True,1.6294680000000028,0.02054699999999343,,
12377867,12,0.828300514725702,8,8,True,True,True,1000,False,2.055227000000002,2.033169999999984,,
12393723,17,0.9342107924229334,1,1,True,True,True,1000,False,2.062162999999998,2.078449000000006,,
136845966,11,0.716469127105738,122,122,False,False,False,64,True,1.614481000000012,0.10366500000000656,,
138711927,16,0.5123410645017114,671,671,False,False,False,12,True,2.2757190000000094,0.027381999999988693,,
139122986,12,0.6202011543950147,278,278,False,False,False,20,True,2.154795000000007,0.03990100000001462,,
139453344,13,0.49691021189426865,464,464,False,False,False,26,True,2.2782669999999996,0.06376500000001784,,
139700604,3,0.9490062028376541,277,277,False,False,False,36,True,1.7699659999999824,0.06510900000000674,,
139700906,16,0.6334614654668196,24,24,False,False,False,157,True,2.10163,0.334573000000006,,
139763851,9,0.7931528927763347,166,166,False,False,False,52,True,2.0028149999999982,0.10794899999999075,,
139825582,7,0.6477336638708243,641,641,False,False,False,16,True,1.8813799999999787,0.030382000000003018,,
139844443,16,0.538715818759225,434,434,False,False,False,16,True,2.2313540000000103,0.03609800000000973,,
139987152,13,0.5396209053623963,411,411,False,False,False,21,True,2.2209270000000174,0.045632000000011885,,
143923307,13,0.5883700973817558,298,298,False,False,False,29,True,2.2571069999999906,0.06221400000001154,,
143923380,15,0.5989503296710036,204,204,False,False,False,53,True,2.2922000000000082,0.1328230000000019,,
143952604,3,0.999980977896528,79,79,False,False,False,69,True,1.715219999999988,0.12086399999998321,,
144000467,8,0.8711997062837932,35,35,False,False,False,279,True,1.6501449999999807,0.47891600000002654,,
144102233,11,0.5747854096038958,547,547,False,False,False,22,True,1.649010000000004,0.03529600000001665,,
144103775,4,0.7353005420811479,748,748,False,False,False,14,True,1.4414890000000185,0.02039099999998939,,
144068927,12,0.6263604808419855,541,541,False,False,False,23,True,2.087738999999999,0.05330699999998956,,
144102161,14,0.48638552121144607,677,677,False,False,False,12,True,1.696647000000013,0.02021100000001752,,
144284767,9,0.6873374699234333,398,398,False,False,False,24,True,2.1960949999999855,0.05338899999998148,,
144308900,19,0.4800034726078082,501,501,False,False,False,17,True,2.2490700000000174,0.03747899999999049,,
144313331,8,0.581087902336073,819,819,False,False,False,14,True,1.9402699999999982,0.026039999999994734,,
144331448,11,0.7029165985671969,209,209,False,False,False,47,True,2.084553999999997,0.10075899999998228,,
144331556,5,0.9502822317025443,128,128,False,False,False,75,True,1.861456000000004,0.13608200000001602,,
144335923,12,0.5704331362689568,536,536,False,False,False,15,True,2.099736000000007,0.034141000000005306,,
144378625,14,0.5559619785919002,585,585,False,False,False,17,True,2.2442059999999913,0.03850300000001994,,
144385668,10,0.5848497444885891,657,657,False,False,False,16,True,2.1451429999999903,0.036189000000007354,,
144386555,15,0.5010172027408898,737,737,False,False,False,12,True,2.220168000000001,0.02614899999997533,,
144387241,16,0.466031268994205,614,614,False,False,False,16,True,2.2894769999999767,0.03609800000000973,,
144387364,12,0.6209037953328022,413,413,False,False,False,19,True,2.1034580000000176,0.04086000000000922,,
144403828,14,0.5171498231700155,630,630,False,False,False,12,True,2.2527139999999974,0.02890899999999874,,
144406842,11,0.6796040491202032,163,163,False,False,False,43,True,2.145493000000016,0.08882299999999077,,
144432683,15,0.5297022178250888,373,373,False,False,False,22,True,2.3632729999999924,0.05178499999999531,,
144434171,17,0.46392464279609524,649,649,False,False,False,18,True,2.2646239999999977,0.041426000000001295,,
144435085,10,0.6093397359390241,668,668,False,False,False,16,True,2.126105999999993,0.034028000000006386,,
144440091,17,0.5012235603643881,523,523,False,False,False,20,True,2.273555999999985,0.04720100000000116,,
144446304,10,0.6588009232672436,185,185,False,False,False,60,True,2.2288790000000063,0.13923200000002112,,
149011533,14,0.5069840134227874,634,634,False,False,False,10,True,2.358245000000011,0.02087099999999964,,
149838741,17,0.4096661607669253,860,860,False,False,False,13,True,2.3296789999999987,0.02791500000000724,,
144458200,12,0.6318834867944105,268,268,False,False,False,41,True,2.2013939999999934,0.09436999999999784,,
144462697,39,0.8943025073695673,0,0,True,True,True,1000,False,2.1483100000000093,2.2335199999999986,,
150065244,28,0.47768018914767474,247,247,False,False,False,37,True,4.556126000000006,0.16841299999998682,,
150066811,9,0.7116069360227678,244,244,False,False,False,59,True,1.4177790000000243,0.09854899999999134,,
149973044,32,0.43865301754232555,448,448,False,False,False,27,True,5.8736720000000275,0.16662500000001046,,
149989242,19,0.6372318251337089,74,74,False,False,False,66,True,4.357412000000011,0.2938750000000141,,
149971277,44,0.34068393019700505,770,770,False,False,False,12,True,6.346316000000002,0.07395999999999958,,
149971537,35,0.38471935853110995,510,510,False,False,False,17,True,6.199189000000018,0.10153099999999426,,
150030950,33,0.40266801745705005,485,485,False,False,False,19,True,6.202586999999994,0.11104000000000269,,
150031766,28,0.40132385854387387,626,626,False,False,False,15,True,4.643045999999998,0.06835600000002273,,
150032786,16,0.5568642078620311,423,423,False,False,False,21,True,3.8099789999999985,0.07900099999997678,,
150062502,44,0.3797846474951634,545,545,False,False,False,17,True,6.12238099999999,0.09895000000000209,,
149993861,43,0.31756591085930264,961,961,False,False,False,10,True,6.497769000000005,0.06829100000001631,,
150029502,40,0.38431336117896997,462,462,False,False,False,26,True,6.558877999999993,0.17431400000000963,,
150188659,5,0.9027045067955024,79,79,False,False,False,78,True,2.1819670000000144,0.163060999999999,,
150191881,18,0.4492222806354086,818,818,False,False,False,14,True,3.66812299999998,0.05242099999998118,,
150098542,19,0.5522572216267931,417,417,False,False,False,18,True,3.8716990000000067,0.06676600000000121,,
150102227,28,0.4020680466086498,764,764,False,False,False,14,True,6.066958,0.08606499999999073,,
150270977,24,0.45635065535450936,619,619,False,False,False,25,True,5.471674000000007,0.14623900000000845,,
150271706,3,0.9277197328986048,452,452,False,False,False,29,True,1.3325220000000115,0.036906999999985146,,
150104808,24,0.6003886377887072,62,62,False,False,False,200,True,4.732867999999996,0.9372260000000097,,
150106948,27,0.44661591790440736,217,217,False,False,False,53,True,4.736575000000016,0.2355009999999993,,
150249622,18,0.626779635799747,130,130,False,False,False,44,True,5.172086999999976,0.22970799999998803,,
150250528,24,0.5489731639637783,91,91,False,False,False,148,True,5.558295999999984,0.8034140000000036,,
150146973,44,0.3167899126181407,973,973,False,False,False,10,True,6.54529500000001,0.06804699999997865,,
150187916,24,0.9133603167460903,0,0,True,True,True,1000,False,4.754179999999991,4.77259699999999,,
150299115,38,0.35093890149531903,847,847,False,False,False,15,True,6.3399049999999875,0.09159499999998388,,
150301109,42,0.39292617810206165,261,261,False,False,False,33,True,6.292829000000012,0.21144499999999766,,
150391740,17,0.6869010013220319,77,77,False,False,False,102,True,2.215042000000011,0.21890800000002741,,
150429481,23,0.44680196011108464,614,614,False,False,False,21,True,3.8778660000000116,0.08906499999997664,,
150322652,43,0.34547468867678244,662,662,False,False,False,13,True,6.584141999999986,0.0846650000000011,,
150359212,36,0.4006796144169553,533,533,False,False,False,19,True,6.106542999999988,0.11897500000000605,,
150391118,19,0.5117690353642971,319,319,False,False,False,20,True,3.6964220000000125,0.06881200000000831,,
150391436,31,0.4696011669362794,67,67,False,False,False,71,True,6.1969430000000045,0.43779100000000426,,
150360766,25,0.5525266828480487,135,135,False,False,False,106,True,5.585025999999999,0.5675969999999779,,
150390619,26,0.550817860678238,34,34,False,False,False,302,True,5.744304999999997,1.808854999999994,,
150274632,19,0.6017533765258684,154,154,False,False,False,32,True,5.314751000000001,0.17487500000001432,,
150299078,33,0.5862853235217804,0,0,True,True,True,1000,False,6.1218140000000005,6.096645999999993,,
152069565,13,0.5341810328789988,575,575,False,False,False,16,True,2.297294999999991,0.03479200000001015,,
152272780,5,0.7848323931199791,591,591,False,False,False,13,True,1.8236119999999971,0.024743000000000848,,
152475818,10,0.6550331011846087,480,480,False,False,False,23,True,1.659008,0.038153999999991584,,
152536709,6,0.6871851549653607,737,737,False,False,False,12,True,1.5522739999999828,0.019361000000003514,,
152289084,8,0.7629332833698481,232,232,False,False,False,61,True,1.4407520000000034,0.08386399999997707,,
152318730,8,0.9066968422167051,15,15,False,False,False,430,True,1.6817160000000229,0.7211960000000204,,
152537042,10,0.5276359350494804,649,649,False,False,False,14,True,1.745660000000015,0.025240999999994074,,
154616668,12,0.48564845610199714,741,741,False,False,False,13,True,2.3018940000000043,0.027513999999996486,,
154844384,10,0.6938488377516934,426,426,False,False,False,24,True,2.004782000000006,0.04547900000000027,,
154844651,12,0.6114132849996198,673,673,False,False,False,11,True,2.2270599999999945,0.022303000000022166,,
155315895,6,0.7675164552806624,403,403,False,False,False,28,True,2.018318999999991,0.053354999999982056,,
155316003,15,0.5276692334108062,633,633,False,False,False,18,True,2.245879000000002,0.03929099999999153,,
150441905,41,0.3249578691019581,899,899,False,False,False,10,True,6.101747999999986,0.05601999999998952,,
150442748,18,0.5947289724228133,276,276,False,False,False,39,True,3.3467869999999778,0.13158699999999612,,
150430275,44,0.36749160675367576,571,571,False,False,False,21,True,6.297834999999992,0.1230019999999854,,
150440079,26,0.4570545359761815,607,607,False,False,False,19,True,5.3858140000000105,0.12008399999999142,,
155951632,23,0.34446752113746537,940,940,False,False,False,10,True,2.521310999999997,0.024341999999990094,,
155967977,13,0.5752813569293292,419,419,False,False,False,20,True,2.34921300000002,0.04030299999999443,,
155944894,10,0.8258601402224461,9,9,True,True,True,1000,False,2.241191999999984,2.317315000000008,,
155951271,14,0.6013334539981854,256,256,False,False,False,43,True,2.388663000000008,0.09905599999999026,,
155986202,15,0.5431164829538355,523,523,False,False,False,15,True,2.308983999999981,0.03859399999998914,,
156003626,11,0.5795027032491058,431,431,False,False,False,39,True,2.310563000000002,0.09313099999999963,,
156083493,17,0.4932841522435478,490,490,False,False,False,18,True,2.385836999999981,0.03788299999999367,,
156087003,17,0.5273427998771691,443,443,False,False,False,17,True,2.3305389999999875,0.04028500000001145,,
158536201,16,0.4946223222766002,649,649,False,False,False,12,True,2.142999000000003,0.024395999999995865,,
158536220,10,0.6811347299747763,120,120,False,False,False,85,True,2.3105189999999993,0.1959229999999934,,
159641248,7,0.8775834596019472,136,136,False,False,False,58,True,1.9458180000000027,0.1129009999999937,,
159672838,5,0.8705898695850856,572,572,False,False,False,23,True,1.8050939999999969,0.03802300000000969,,
160069047,13,0.5532077462616285,605,605,False,False,False,15,True,2.2531290000000013,0.03665300000000116,,
160080353,10,0.6664763022178615,285,285,False,False,False,46,True,2.1670959999999866,0.10161499999998114,,
160197441,7,0.6759437271611929,470,470,False,False,False,29,True,1.4981050000000096,0.040310000000005175,,
160225415,6,0.8122262215559046,292,292,False,False,False,31,True,1.6040610000000015,0.04689899999999625,,
160148428,16,0.5832295915547074,407,407,False,False,False,37,True,2.350724000000014,0.09300700000000006,,
160192747,11,0.5923857734013034,651,651,False,False,False,16,True,1.4745939999999962,0.022826000000009117,,
158624328,27,0.49293236164892984,108,108,False,False,False,77,True,4.036696000000006,0.29842000000002145,,
159628098,17,0.5005195548102281,764,764,False,False,False,13,True,2.313806999999997,0.029989999999997963,,
160081043,62,0.13945978275080861,991,991,False,False,False,10,True,2.584788000000003,0.027818000000024767,,
160113035,9,0.7708243795668198,167,167,False,False,False,39,True,2.1144879999999944,0.07927999999998292,,
161112458,14,0.5622164560563968,357,357,False,False,False,17,True,2.341663000000011,0.03807599999998956,,
161153394,16,0.4334585919440841,957,957,False,False,False,10,True,2.237754999999993,0.025428000000005113,,
161154963,5,0.9261073646973884,87,87,False,False,False,136,True,1.8039009999999962,0.24252400000000307,,
161168147,13,0.5556150566332948,505,505,False,False,False,19,True,2.264031000000017,0.03923199999996996,,
161168483,12,0.5901441350828159,582,582,False,False,False,14,True,2.122479999999996,0.028662999999994554,,
161169062,17,0.4573475751935192,872,872,False,False,False,12,True,2.248435999999998,0.027606999999989057,,
161170644,5,0.8709756333658837,215,215,False,False,False,29,True,1.8149499999999819,0.05817199999998479,,
161173424,14,0.603416823045536,121,121,False,False,False,45,True,2.336989000000017,0.10174499999999398,,
161221229,2,1.0,80,80,False,False,False,103,True,1.6389619999999923,0.16158599999999979,,
161223640,15,0.48316000680630555,819,819,False,False,False,17,True,2.2642020000000116,0.035027000000013686,,
161174069,14,0.562507239241851,254,254,False,False,False,28,True,2.329630999999978,0.06417600000000334,,
161209504,16,0.5146319426577163,476,476,False,False,False,13,True,2.2475179999999852,0.02871999999996433,,
161264425,3,0.9962213447031998,168,168,False,False,False,78,True,1.6390670000000114,0.13071100000001934,,
161271850,11,0.7103487993908715,119,119,False,False,False,85,True,2.18282499999998,0.18440700000002153,,
161272468,13,0.6436252318020219,184,184,False,False,False,90,True,2.0320009999999797,0.18351599999999735,,
161291273,15,0.5408366925533815,447,447,False,False,False,18,True,2.2398640000000114,0.04434600000001865,,
161358441,14,0.5249095973083463,399,399,False,False,False,19,True,2.2286270000000172,0.04218100000002778,,
161376469,13,0.525406866242719,519,519,False,False,False,28,True,2.1637809999999718,0.06325799999996207,,
161458420,11,0.5683551157463075,732,732,False,False,False,10,True,1.9297779999999989,0.01994200000001456,,
161459089,13,0.5327990388106854,686,686,False,False,False,16,True,2.012863999999979,0.03387500000002319,,
161376559,16,0.5941811168741846,179,179,False,False,False,56,True,2.2153409999999667,0.1225650000000087,,
161440068,14,0.6314477089582261,185,185,False,False,False,38,True,2.053531000000021,0.07510999999999513,,
161306328,18,0.4266852069981226,918,918,False,False,False,10,True,2.264115000000004,0.024105000000020027,,
161313695,17,0.7129044197668438,35,35,False,False,False,302,True,2.2406589999999937,0.6826350000000048,,
164681149,8,0.5804237343429,588,588,False,False,False,19,True,1.616583999999989,0.03404699999998684,,
164695091,12,0.4735833103292897,880,880,False,False,False,11,True,1.6411220000000526,0.0177349999999592,,
164698728,5,0.8860322150224684,362,362,False,False,False,25,True,1.4461369999999647,0.03604400000000396,,
164720895,10,0.5689134219629283,691,691,False,False,False,14,True,1.5782140000000027,0.021151000000031672,,
164720937,6,0.9084606194156736,147,147,False,False,False,40,True,1.547110000000032,0.059106999999983145,,
164753256,3,0.9459765073345849,269,269,False,False,False,39,True,1.1831959999999526,0.045040999999969245,,
164775178,4,0.934950639359262,191,191,False,False,False,71,True,1.3295249999999896,0.09778700000003937,,
165889185,8,0.7455359866340611,313,313,False,False,False,38,True,1.449452000000008,0.05613299999998844,,
164768954,12,0.6210711735378897,308,308,False,False,False,30,True,1.6675349999999867,0.050612999999998465,,
164772943,13,0.5378943605432842,470,470,False,False,False,20,True,1.6718070000000012,0.03343899999998712,,
165940959,4,0.8402469087683607,265,265,False,False,False,22,True,1.3781659999999647,0.03212299999995594,,
167526213,9,0.7015933380920907,527,527,False,False,False,15,True,2.879203000000018,0.04211300000002893,,
169304346,11,0.5581280428965697,650,650,False,False,False,21,True,2.2550810000000183,0.05054499999999962,,
175391698,19,0.50333294588014,738,738,False,False,False,13,True,2.2340960000000223,0.03117000000003145,,
175392087,7,0.7882313163037727,293,293,False,False,False,45,True,1.9343860000000177,0.08430000000004156,,
175397329,14,0.5145142428594691,643,643,False,False,False,18,True,2.229460999999958,0.04222599999997101,,
167655998,23,0.43832985584574624,828,828,False,False,False,12,True,3.3344319999999925,0.04181399999998803,,
167698166,36,0.3180223855824855,983,983,False,False,False,10,True,5.5250520000000165,0.05328500000001668,,
167813804,36,0.40521936507969636,444,444,False,False,False,21,True,5.755615999999975,0.12382299999995894,,
169266000,11,0.6845023444214375,312,312,False,False,False,32,True,2.129125999999985,0.06933400000002621,,
167526477,19,0.5360488726208845,309,309,False,False,False,31,True,4.943881999999974,0.15034800000000814,,
167549317,24,0.5499395742515261,109,109,False,False,False,77,True,5.3081470000000195,0.4001410000000192,,
175405764,5,0.8083735250429706,259,259,False,False,False,48,True,1.8372009999999932,0.08531199999998762,,
