tic,kind,P,t0,T14,Lambda,delta,n_in,n_transits,sign_pass,odd_even_pass,no_secondary_pass,shape_pass,confirmed_Tred0
161112458,random,3.1315398415204307,1327.2489165099478,0.2,2.4761662800613915,0.00012328788343289964,1036,8,True,True,True,True,True
161112458,random,1.0529084335240124,1327.0308190025273,0.8,0.0,-1.7025120206747312e-06,12450,25,False,True,True,True,False
161112458,random,3.3486587256877223,1326.7643087124616,0.8,0.037710274160096605,8.748090056557577e-06,4416,8,True,True,True,True,True
161153394,random,0.9003704175553627,1327.2633288972945,0.4,0.0,-1.0621611489847356e-05,7359,28,False,True,True,True,False
161153394,random,0.7321144481233952,1326.5917226656404,0.2,0.0,-7.983819358903901e-06,4620,34,False,True,True,True,False
161153394,random,4.081105437515097,1328.6421329590453,0.05,1.3879473346346498,4.754737847184587e-05,193,6,True,True,True,True,True
161153394,random,4.80867442396768,1330.2076841598637,0.1,0.45668312653165,2.0488041247938233e-05,343,5,True,True,True,True,True
161153394,random,3.8771705230448736,1327.4183083158878,0.4,0.0,-1.5296358810409072e-05,1702,6,False,True,True,True,False
161153394,random,0.8111274430306724,1327.2162155936796,0.4,0.0,-1.801114028800465e-06,8004,31,False,True,True,True,False
161153394,random,9.175104971096816,1327.4835505458764,0.4,0.0,-1.9198633123536655e-05,860,3,False,False,True,False,False
161153394,random,0.7058256773853733,1326.6811095588419,0.2,1.8575856592578839,1.4766749721272417e-05,4653,34,True,True,True,True,True
161153394,random,1.3306639555380562,1327.7298535951572,0.2,0.6622139758480974,8.954520005938909e-06,2559,19,True,True,True,True,True
161153394,random,9.31461357614022,1331.7782036912356,0.1,0.0,-3.823796996729932e-05,214,3,False,True,True,True,False
161153394,random,1.4569134481339785,1327.72426158339,0.8,0.0,-9.308491577194059e-06,8897,18,False,True,True,True,False
161153394,random,1.9191840195678502,1328.2971779928234,0.4,0.0,-1.7915963843684736e-05,3555,14,False,True,True,True,False
161153394,random,0.9274176204392988,1326.7828625586208,0.05,0.0,-1.13205902300069e-05,920,27,False,True,True,True,False
161153394,random,1.1073740792544207,1327.6401296963145,0.8,0.011577314289661534,1.1778807576383037e-06,11930,24,True,True,True,True,True
161153394,random,11.728740574637282,1335.0814478448572,0.2,0.0,-3.1103812042266556e-05,276,2,False,True,True,True,False
161153394,random,0.907654302698541,1327.4044198828183,0.8,0.0,-6.4359540037570865e-06,14551,28,False,True,True,True,False
161153394,random,10.144854078606645,1326.6577630403344,0.8,0.0,-9.888535656918768e-06,1493,3,False,True,True,True,False
161153394,random,9.892896045731616,1331.4016107588702,0.2,0.0,-8.399685474380364e-05,429,3,False,True,True,True,False
161153394,random,3.6988656045971577,1327.485773743483,0.1,0.12633323547065767,9.718211712815323e-06,422,6,True,True,True,True,True
161153394,random,2.2978400999735,1328.5072734501844,0.2,0.0,-2.741529598406227e-05,1453,11,False,True,True,True,False
161154963,random,3.6294125242373805,1328.669281945438,0.8,2.541538924559834,7.369232624866495e-05,3624,7,True,False,True,False,False
161154963,random,0.7138710736876237,1327.159680297152,0.1,1.99451304667014,7.1002491231867e-05,2212,33,True,True,True,True,True
161154963,random,2.6402547371307636,1329.0134565767883,0.4,5.302931235869926,0.00011493994756484808,2332,10,True,False,True,False,False
161154963,random,0.7673200501016447,1326.6494185109875,0.2,6.863748413034684,0.00011970108505753108,4354,33,True,False,True,False,False
161154963,random,0.904463386388951,1326.6230219111224,0.1,0.01119140699813672,5.947630821853001e-06,1836,28,True,True,True,True,True
161154963,random,1.042849909665098,1327.2882143543748,0.8,1.500665631108126,5.5504465735177294e-05,12518,26,True,False,True,False,False
161154963,random,0.5655631279992526,1327.102207708405,0.2,1.0326655062466346,4.8392581141449857e-05,5752,44,True,True,True,True,True
161154963,random,4.739229705727934,1326.6939514211044,0.4,0.0,-0.0003219625990814023,1679,6,False,True,True,True,False
161154963,random,0.5754522363467253,1326.8267034193152,0.05,4.796510076520161,0.0001393399675421372,1404,41,True,True,True,True,True
161154963,random,1.0849889864931967,1327.4209975438507,0.05,3.103737677068184,0.00015677531497300295,720,21,True,False,True,False,False
161154963,random,0.7580485836062385,1327.205212455182,0.4,2.062361661607212,6.695963064808865e-05,8574,33,True,True,True,True,True
161154963,random,1.652896362228416,1328.1821528746027,0.4,12.385926353876194,0.00015697227925983811,4211,16,True,False,True,False,False
161154963,random,1.7240706498385652,1326.902133825612,0.2,10.77015705103286,0.00018344992883710326,1917,14,True,True,True,True,True
161154963,random,9.376330230527701,1331.6685413400487,0.8,0.0,-0.0005245747613800159,1719,3,False,True,True,True,False
161154963,random,11.151263373814318,1331.2810211159554,0.05,0.0,-0.00015286721154219828,72,2,False,True,True,True,False
161154963,random,0.9572549806028139,1327.1788246762335,0.2,1.1580918651193242,5.041516173618096e-05,3254,25,True,False,True,False,False
161154963,random,0.703997070498862,1326.5895976588633,0.05,0.686055774501166,5.712474961085724e-05,1192,35,True,True,True,True,True
161154963,random,3.041812193229235,1329.0939118001518,0.1,17.28798627462008,0.00041829802280328904,558,8,True,False,True,False,False
161154963,random,1.3555727462874216,1327.302220940873,0.4,2.4813043611040215,7.442510225581493e-05,4861,19,True,False,True,False,False
161154963,random,3.592255694778967,1329.1060419304165,0.8,28.129334628791774,0.00021369211990034356,3834,7,True,False,True,False,False
161168147,random,4.318557093912689,1328.841141928775,0.2,0.0,-2.540785037054583e-05,852,6,False,True,True,True,False
161168147,random,0.6537396649781202,1326.9751923568936,0.1,0.12271853534108511,4.3075781503193185e-06,2557,37,True,True,True,True,True
161168147,random,1.340998295052444,1327.441280989094,0.4,0.0,-1.4403386661767172e-06,4868,19,False,True,True,True,False
161168147,random,4.351189388672493,1327.8258581346356,0.4,0.0,-9.490237063025411e-06,1682,6,False,True,True,True,False
161168147,random,1.9579877217488588,1328.4582433342089,0.4,0.0,-5.42510207155553e-07,3540,14,False,True,True,True,False
161168147,random,2.216973462313917,1327.35838381633,0.8,4.252593103542584,2.3536316627369542e-05,6303,12,True,True,True,True,True
161168147,random,4.370639539069393,1330.1809813891502,0.4,0.0,-5.003553793963231e-05,1128,5,False,True,True,True,False
161168147,random,2.107634014281097,1327.7326218527216,0.4,0.0,-3.026917211450756e-06,3196,12,False,True,True,True,False
161168147,random,3.5222014199728844,1327.074182914983,0.05,0.0,-5.274317959803975e-05,268,8,False,True,True,True,False
161168147,random,1.605524606014918,1326.96782272676,0.2,0.0,-2.5354487192540164e-05,2217,16,False,True,True,True,False
161168147,random,1.0363798717693127,1326.6023960897248,0.1,1.7639545866784985,2.046577436434253e-05,1674,24,True,True,True,True,True
161168147,random,1.1456525712886128,1326.9578723218838,0.1,0.08011817847394762,4.773224318312988e-06,1408,21,True,True,True,True,True
161168147,random,5.10572180330879,1331.2057876678764,0.8,0.0,-2.6982911051572328e-05,2772,5,False,True,True,True,False
161168147,random,6.531363035767395,1330.1205801419555,0.2,0.0,-5.0584676823079795e-05,561,4,False,True,True,True,False
161168147,random,6.729526016140968,1331.5027218744863,0.1,0.0,-2.86561057799038e-05,285,4,False,True,True,True,False
161168147,random,3.646641788607503,1327.8149660069246,0.8,0.014296513988003962,1.4801267130938301e-06,3498,7,True,True,True,True,True
161168147,random,0.8947889565459587,1327.0253477301792,0.1,0.0,-1.9954591751675664e-05,1796,26,False,True,True,True,False
161168147,random,6.729268962210561,1333.0016276897604,0.05,0.0,-0.00017339031091413108,106,3,False,True,True,True,False
161168147,random,7.8916835137622385,1328.7091920884864,0.4,0.0,-6.528964511371733e-05,843,3,False,True,True,True,False
161168147,random,10.90687729092567,1329.9954400600136,0.4,0.0,-1.3304106237620075e-05,784,3,False,True,True,True,False
161170644,random,1.0112185805096567,1326.6156953459538,0.8,0.6423563124774693,1.844432331876436e-05,13024,26,True,False,True,False,False
161170644,random,6.218196691592109,1328.51061502118,0.8,1.1570393137801893,2.8271485450441233e-05,2229,4,True,False,True,False,False
161170644,random,7.245433371645543,1327.9942559389717,0.05,0.0,-0.00021951278766950348,144,4,False,True,True,True,False
161170644,random,1.3865706627138175,1327.7828105342412,0.4,68.75733271854027,0.0001969214737457356,4673,18,True,False,True,False,False
161170644,random,3.044334697506379,1328.4495187420616,0.05,0.0,-1.691291718702575e-05,285,8,False,True,True,True,False
161170644,random,0.8141388625922242,1326.7683072913997,0.2,0.5489024214674282,1.733456778373323e-05,4099,31,True,True,True,True,True
161170644,random,0.8927435671939604,1326.6926972951687,0.2,0.21598458261753437,1.0662607006577568e-05,3802,28,True,False,True,False,False
161170644,random,1.2943995291752173,1326.9603929227458,0.8,0.04072520754124515,4.379122309821351e-06,10402,20,True,False,True,False,False
161170644,random,0.8017802945009618,1326.5978980222112,0.8,0.0,-2.684725072482607e-05,16449,33,False,False,True,False,False
161170644,random,0.8610971237644114,1327.0776678952964,0.4,0.0,-6.524861912160817e-05,7706,29,False,False,True,False,False
161170644,random,9.240681618102363,1329.7753271835275,0.2,4.1198548991074855,0.0001773673057397623,196,2,True,True,True,True,True
161170644,random,0.5026027729343238,1326.962445581747,0.8,0.274637083547975,1.2656228244733469e-05,16488,51,True,True,True,True,True
161170644,random,0.7360064898519081,1326.9132095794887,0.4,0.0,-1.3783927218849613e-05,8826,34,False,False,True,False,False
161170644,random,9.547962159071458,1333.0887672743393,0.1,2.1638215720347604,0.00015373387891906277,144,2,True,False,True,False,False
161170644,random,1.4165490106597387,1327.2970302389222,0.05,24.68758764562927,0.00025266299905491157,586,17,True,False,True,False,False
161170644,random,2.17364148912974,1328.0031379715442,0.4,7.684944475319472,6.77567242565301e-05,2907,11,True,False,True,False,False
161170644,random,6.727825793246973,1328.7663172233472,0.4,0.0,-0.0002625126742802941,931,4,False,False,True,False,False
161170644,random,1.4390783003113254,1326.9533199954615,0.2,35.09013612798292,0.00014814977708723086,2456,18,True,False,True,False,False
161170644,random,3.820433317562782,1326.551550698654,0.2,0.0,-7.472455609651982e-05,911,7,False,False,True,False,False
161170644,random,12.039069029400581,1328.026095606962,0.8,1.8473845709406378,4.8397591677755155e-05,1304,3,True,False,True,False,False
161173424,seed,0.8601830717750291,1341.965613516547,0.05,2.308482510014267,6.0292225436108804e-05,951,28,True,True,True,True,True
161173424,random,0.6320390589807975,1326.588832420208,0.4,0.0,-5.990101340214586e-05,10453,40,False,True,True,True,False
161173424,random,11.877890033948432,1337.9147566571266,0.1,0.6094599831140048,8.10446631560147e-05,144,2,True,True,True,True,True
161173424,random,2.962835111154052,1326.6536302246939,0.4,0.0,-1.538373748948761e-05,2310,9,False,True,True,True,False
161173424,random,9.275784091820402,1335.017239056665,0.8,0.0,-2.2079759198503638e-05,1110,2,False,True,True,True,False
161173424,random,5.033645737789129,1330.6594335664709,0.05,0.0,-7.622243003729747e-05,180,5,False,True,True,True,False
161173424,random,2.034549786919575,1326.8562976400992,0.8,0.0,-4.368855834462903e-05,6456,12,False,True,True,True,False
161173424,random,0.8307949375424665,1326.938311492691,0.8,0.0,-1.9089141082391588e-05,15866,31,False,True,True,True,False
161173424,random,8.674019846138435,1333.44534094471,0.2,0.48439043240691365,4.225664403085619e-05,421,3,True,True,True,True,True
161173424,random,0.547067882195452,1326.571286743039,0.1,0.0,-7.76717545918871e-06,3068,45,False,True,True,True,False
161173424,random,11.888388395781506,1333.594469169382,0.2,0.04902881059349284,1.6235952865927142e-05,288,2,True,True,True,True,True
161173424,random,1.3577585796503049,1327.5869181728715,0.05,0.17413465236551387,2.0619577812477105e-05,626,18,True,True,True,True,True
161173424,random,1.7522362606280864,1327.980916870441,0.05,0.2106390056463926,2.6596993716598107e-05,462,14,True,True,True,True,True
161173424,random,1.587640482885591,1327.093806224124,0.1,0.0,-1.0817169866730728e-05,1073,16,False,True,True,True,False
161173424,random,0.8578473689710241,1327.157259927736,0.4,0.0,-1.852097621433994e-05,7722,29,False,True,True,True,False
161173424,random,8.622807982027387,1328.3726906699355,0.4,0.15743623225874284,1.666024030276247e-05,863,3,True,True,True,True,True
161173424,random,6.540154635902523,1327.8119191969433,0.8,0.0,-3.2743990824933786e-05,2190,4,False,True,True,True,False
161173424,random,0.6897484451267819,1327.0329420298772,0.1,0.0,-4.049958332453204e-06,2380,35,False,True,True,True,False
161173424,random,1.3421415650205164,1326.8930115016835,0.8,0.3350807959923484,1.3880161006658e-05,9797,18,True,True,True,True,True
161173424,random,1.3429976987380725,1327.7195616191166,0.05,0.0,-1.6358428652415224e-05,661,19,False,True,True,True,False
161173424,random,3.2991393468376065,1327.7029615853312,0.05,0.10289399433569493,2.424801124055877e-05,271,8,True,True,True,True,True
161168483,seed,8.031921608076118,1347.7211361600716,0.05,32.95967942244418,0.00026206810233991016,95,3,True,False,True,False,False
161168483,random,1.0553909334514722,1326.7396258135993,0.2,0.0,-9.533637829781387e-06,3146,23,False,True,True,True,False
161168483,random,9.547570604810243,1327.6041726617295,0.05,0.0,-5.3175281241981254e-05,107,3,False,True,True,True,False
161168483,random,1.4282767077976886,1327.11732657643,0.8,0.0,-6.1889157627119045e-06,9467,18,False,True,True,True,False
161168483,random,0.7144855824966578,1326.6425483841122,0.1,0.0,-1.86782165571323e-05,2275,34,False,True,True,True,False
161168483,random,1.1172251522275767,1326.9507257099995,0.2,0.0,-1.799449924466117e-05,2998,22,False,True,True,True,False
161168483,random,1.3016761241308223,1326.6153381211855,0.2,4.682452719382306,1.905828832612965e-05,2565,20,True,False,True,False,False
161168483,random,0.7041131610524826,1326.7129941470732,0.4,0.0,-2.2401165204402544e-06,9339,36,False,True,True,True,False
161168483,random,11.113142467142612,1336.919931630197,0.05,0.8580216692048412,7.048071268219268e-05,36,1,True,True,True,True,True
161168483,random,0.8217868985823652,1327.0737512071694,0.1,0.0,-6.497139034739315e-05,1955,29,False,True,True,True,False
161168483,random,7.419032995604773,1331.0584303864941,0.8,0.0,-1.3068505273951723e-05,1473,3,False,True,True,True,False
161168483,random,5.588070538827832,1327.001642302961,0.2,0.0,-4.155639838570336e-05,670,5,False,True,True,True,False
161168483,random,1.8017846156129316,1328.104814245126,0.1,0.0,-1.5138144975779277e-05,910,13,False,True,True,True,False
161168483,random,2.6068161354611474,1326.7131064730806,0.05,0.0,-3.8526821920156466e-06,347,10,False,True,True,True,False
161168483,random,7.456577893854097,1332.2116653100843,0.1,0.9719245589424248,3.281619927237765e-05,183,3,True,False,True,False,False
161168483,random,0.5441475113603754,1327.0876951313187,0.2,0.0004000049295692781,1.709596511612846e-07,6043,46,True,True,True,True,True
161168483,random,1.0931721161693004,1327.2320212379573,0.2,0.9392156468770079,8.565784243157953e-06,2956,22,True,True,True,True,True
161168483,random,1.77668976574792,1326.6346010791353,0.1,0.0,-2.4008487509445452e-05,993,14,False,True,True,True,False
161168483,random,2.2841664460457687,1328.4643474984593,0.05,0.0,-8.640077216516024e-06,350,11,False,True,True,True,False
161168483,random,1.5583452644456142,1327.0772117985982,0.1,0.5729347459145284,1.0850202543236861e-05,1021,15,True,True,True,True,True
161168483,random,5.612468842338615,1329.2513720264678,0.2,0.0,-1.1106223811729151e-05,709,5,False,True,True,True,False
161169062,seed,4.675024069861593,1339.8390770359456,0.2,14.78154541670697,0.00025582570386664324,608,5,True,True,True,True,True
161169062,random,1.6166608775273326,1327.8533496572713,0.2,0.0,-7.431192904219448e-05,1892,14,False,True,True,True,False
161169062,random,1.9456337930600123,1326.7077677679497,0.2,0.48604509694827114,2.7057371792619578e-05,1784,14,True,True,True,True,True
161169062,random,3.6207957346996715,1329.7601833193569,0.8,0.0,-2.4159912075639563e-05,3774,7,False,True,True,True,False
161169062,random,0.6886208444859704,1326.917855341849,0.1,1.4305495982718346,3.9751574313974523e-05,2379,35,True,True,True,True,True
161169062,random,0.5642005685324837,1326.8173423251922,0.4,0.05461344683858483,7.457863853804425e-06,11691,44,True,True,True,True,True
161169062,random,3.3316295290309874,1328.828673535895,0.4,2.884762202361374,7.226174821276555e-05,1482,6,True,True,True,True,True
161169062,random,6.635193784165216,1328.4067632507176,0.4,4.075135211129783,0.00010609884502813981,979,4,True,True,True,True,True
161169062,random,7.122981386919338,1333.342290164063,0.2,0.11784248005225777,2.805784952732376e-05,406,3,True,True,True,True,True
161169062,random,0.5795414485327711,1326.7462929703054,0.1,0.0017245349861640588,1.304348295622411e-06,2879,42,True,True,True,True,True
161169062,random,5.429291694983237,1331.3772370073314,0.4,1.8053856641560126,6.759202620353922e-05,1063,4,True,True,True,True,True
161169062,random,9.800438788077402,1335.9013485934954,0.05,4.644703970350191,0.0004174424961574077,72,2,True,True,True,True,True
161169062,random,2.484404374336773,1327.1809431875263,0.05,0.0,-1.4598021479621243e-05,308,9,False,True,True,True,False
161169062,random,0.9546274085164083,1326.6481915517927,0.05,0.3725828221621961,3.327334517471974e-05,902,26,True,True,True,True,True
161169062,random,3.2006155767013484,1327.879066989684,0.4,0.0,-7.61113115091579e-05,2273,8,False,True,True,True,False
161169062,random,2.1124362580778655,1327.5939022056068,0.8,0.0,-3.611144938277629e-05,6442,12,False,True,True,True,False
161169062,random,3.9204897818337883,1328.0555595115513,0.8,0.9085413576866365,2.856164886277593e-05,3653,7,True,True,True,True,True
161169062,random,5.699375174626855,1331.8671379842915,0.1,0.0,-5.573466425323901e-05,250,4,False,True,True,True,False
161169062,random,10.112274834617457,1328.629881642154,0.8,2.4256433054814828,8.682723074011675e-05,888,3,True,True,True,True,True
161169062,random,5.615535428077102,1327.4642633262615,0.2,0.0,-5.925127829139146e-05,569,4,False,True,True,True,False
161169062,random,1.2875385423488028,1327.6796079631413,0.1,0.0,-2.9629335335070547e-05,1210,18,False,True,True,True,False
161221229,random,4.002512326573151,1329.1067557463907,0.1,0.0,-0.0001876243993459251,379,6,False,True,False,False,False
161221229,random,1.4233176756218462,1326.5987562594405,0.05,0.0,-0.00017158911247451637,604,17,False,False,True,False,False
161221229,random,10.93169275064952,1333.0257451356083,0.8,0.0,-0.0004787856022902709,1131,2,False,False,True,False,False
161221229,random,1.2558713114649849,1326.8609498809292,0.1,0.0,-0.00015834680428842624,1316,20,False,False,True,False,False
161221229,random,1.1642848646660613,1327.6500639941585,0.4,0.0,-9.706284339572701e-05,5570,22,False,True,True,True,False
161221229,random,10.220894868085642,1329.4808999423606,0.4,0.0,-0.000467298407726474,749,3,False,False,False,False,False
161221229,random,11.265369542937888,1327.647945348324,0.4,0.0,-0.0011885938521392823,569,2,False,True,True,True,False
161221229,random,5.093029105504626,1328.7915683056165,0.05,1.7037423336065547,0.00030913088160850166,111,4,True,True,True,True,True
161221229,random,1.059385176069622,1327.5899068264346,0.4,0.0,-1.3459510413550283e-05,6250,24,False,True,True,True,False
161221229,random,1.1862199736175358,1326.5885715341142,0.1,0.34975732620132843,3.8538295228377846e-05,1455,22,True,False,True,False,False
161221229,random,3.053402470166299,1328.0675516210085,0.2,0.6700555148381246,6.088804758998126e-05,1135,8,True,False,True,False,False
161221229,random,1.7010999523693122,1327.0210814915974,0.4,0.5880191587973211,3.87464480434217e-05,3749,14,True,False,True,False,False
161221229,random,0.5359671168346368,1326.7885141117024,0.1,0.0,-1.1568660635300417e-05,2997,46,False,False,True,False,False
161221229,random,1.7269451105540756,1327.5525681640822,0.05,0.0,-6.46184360451805e-05,477,15,False,False,True,False,False
161221229,random,1.3976861714802828,1326.7590858162914,0.05,0.01222283642703161,1.1107283697311949e-05,603,18,True,True,True,True,True
161221229,random,0.6540720321731314,1327.1731683910448,0.1,0.0,-8.555166179420613e-05,2430,37,False,False,True,False,False
161221229,random,1.9839682317668776,1328.0224857582853,0.05,0.0,-7.262142250374683e-05,460,13,False,True,True,True,False
161221229,random,1.2339988347374962,1326.7221524682066,0.4,4.179746514436258,9.743877004240889e-05,5398,20,True,False,True,False,False
161221229,random,6.908147975817832,1330.6675058990497,0.1,14.639330189495643,0.0005691988284835319,284,4,True,False,True,False,False
161221229,random,2.053801664046431,1326.6220492283464,0.05,0.0,-2.9959109799658e-05,408,12,False,False,True,False,False
161223640,random,1.0121324982838487,1326.7545320268866,0.1,0.0,-4.456112678804685e-05,1614,24,False,True,True,True,False
161223640,random,1.126599937159056,1327.3109991920046,0.05,0.1372451738765679,2.3569962290273484e-05,712,21,True,True,True,True,True
161223640,random,0.7230341004795731,1327.0772260776293,0.4,0.0,-4.5873283378100864e-05,9020,35,False,True,True,True,False
161223640,random,0.7795485956850418,1326.9544140030002,0.8,0.12257840201626292,1.149071768017476e-05,16491,34,True,False,True,False,False
161223640,random,1.9756366687174587,1327.08423849241,0.05,0.04798643694153095,1.8658904070869437e-05,398,12,True,True,True,True,True
161223640,random,6.466031494159415,1331.2125676752578,0.8,0.0,-2.2098026131291986e-05,2272,4,False,True,True,True,False
161223640,random,2.241190825156282,1327.5423413190274,0.1,2.353414558033563,9.912844717848039e-05,693,10,True,True,True,True,True
161223640,random,1.7294656204210301,1327.326427293787,0.2,0.0,-5.818252730256709e-05,1904,14,False,True,True,True,False
161223640,random,8.045508930949053,1328.733268159937,0.05,0.06951279196212558,4.318778519021343e-05,108,3,True,True,True,True,True
161223640,random,9.121067276106444,1335.189614724326,0.8,0.0,-9.949297060533568e-05,1107,2,False,True,True,True,False
161223640,random,0.6937000866143354,1327.20606719345,0.8,0.0,-3.793521903528989e-05,16491,37,False,True,True,True,False
161223640,random,2.812215391679674,1328.9248168693937,0.4,0.0,-3.7505557890198835e-05,2378,9,False,True,True,True,False
161223640,random,3.4422854870628625,1327.4455894725008,0.05,0.2970111085019398,5.7466180094932404e-05,260,8,True,True,True,True,True
161223640,random,0.7211639836621354,1327.1530275825255,0.4,0.0,-5.761173905594921e-05,9040,35,False,True,True,True,False
161223640,random,3.9160274002342534,1330.1278497317528,0.1,0.0,-6.625812522472939e-06,422,6,False,True,True,True,False
161223640,random,0.5099118728716704,1326.599725372333,0.05,0.13780523024044253,1.560869402415979e-05,1634,48,True,True,True,True,True
161223640,random,6.1068497329053075,1330.1984839855088,0.1,0.056804686180219714,2.515448318638435e-05,257,4,True,True,True,True,True
161223640,random,2.2872517833343475,1327.247403745681,0.4,4.163005228658929,6.752774334954684e-05,2832,11,True,True,True,True,True
161223640,random,0.9838192884065232,1326.653874759022,0.2,1.9859590030885492,4.622419251060857e-05,3365,25,True,True,True,True,True
161223640,random,2.6384960845171395,1326.5920691121355,0.05,0.0,-1.7131387147397713e-05,357,10,False,True,True,True,False
161174069,seed,1.575694069770634,1341.2476110457583,0.2,2.328619136763282,4.2916130482968946e-05,2085,16,True,True,True,True,True
161174069,random,1.5987763059519429,1327.9888725821224,0.4,0.0,-4.4347520638106934e-05,3907,16,False,True,True,True,False
161174069,random,3.907050068689685,1330.125956269675,0.1,0.0,-1.999882311630844e-05,421,6,False,True,True,True,False
161174069,random,12.511274578581343,1327.1131801874785,0.1,1.6895591957508296,0.00019394075357890094,79,2,True,True,True,True,True
161174069,random,0.6360062603807425,1326.6737835984486,0.4,3.8107342246076197,4.623348117827399e-05,10309,39,True,True,True,True,True
161174069,random,2.603849024771097,1327.43592873222,0.8,1.6564586155143757,3.090670493678569e-05,5382,10,True,True,True,True,True
161174069,random,4.2761406730127405,1327.180056674268,0.2,1.6539663345058084,5.9407447724578985e-05,778,6,True,True,True,True,True
161174069,random,2.052403898396599,1327.3898899219687,0.8,1.4563338978186426,3.013622224572123e-05,6578,13,True,True,True,True,True
161174069,random,6.83083301302986,1330.4420634448436,0.05,0.14561065282885016,4.136587438270294e-05,143,4,True,True,True,True,True
161174069,random,1.418566296790328,1327.0706210280803,0.4,0.22352221887833063,1.1364268744545957e-05,4876,18,True,True,True,True,True
161174069,random,1.2935252162310833,1326.7251851340216,0.4,0.0,-4.147148471763205e-05,5251,20,False,True,True,True,False
161174069,random,0.5140738516491641,1327.057680458463,0.2,8.071383507520481e-05,2.220122581614681e-07,6443,48,True,True,True,True,True
161174069,random,2.9356108011957565,1328.5446831684058,0.1,0.0,-3.233642034679574e-05,533,8,False,True,True,True,False
161174069,random,7.656722688235262,1332.5390577165115,0.8,0.020958029767406867,4.764843806275682e-06,1510,3,True,True,True,True,True
161174069,random,3.253267440885454,1327.9374830687236,0.1,0.03501031850093926,1.0302896668644912e-05,553,8,True,True,True,True,True
161174069,random,1.1991165369259909,1327.480665945389,0.1,0.8845980997841699,3.229871142800443e-05,1378,20,True,True,True,True,True
161174069,random,2.6897855341817296,1327.9069538421545,0.1,0.11252269913818831,1.8176929109942645e-05,568,8,True,True,True,True,True
161174069,random,5.77282892127792,1330.8683073259383,0.05,0.01760048815218601,1.4790054780267874e-05,135,4,True,True,True,True,True
161174069,random,2.2296203344680836,1326.8787515376255,0.2,0.0,-1.2342122296935298e-05,1608,12,False,True,True,True,False
161174069,random,3.382462856869898,1327.5892191694402,0.2,0.006780593947813114,3.164935446370752e-06,1119,8,True,True,True,True,True
161174069,random,4.815822955949049,1329.3802787424836,0.8,0.0,-4.977003123904104e-06,1903,4,False,True,True,True,False
161209504,seed,1.0044165290246232,1339.739055897707,0.1,1.1120351910994188,2.3405741846887692e-05,1677,25,True,True,True,True,True
161209504,random,10.825449942823857,1331.2214619785927,0.2,3.97340756677309,0.00010787443077070431,283,2,True,True,True,True,True
161209504,random,1.5113142676913263,1327.4369980858485,0.8,0.0,-3.645789852125679e-05,8838,17,False,True,True,True,False
161209504,random,6.072645498989683,1331.9239115591158,0.05,0.0,-2.93718577088686e-05,144,4,False,True,True,True,False
161209504,random,7.961977632011026,1333.0965773888802,0.05,0.0,-0.00016804094728802552,76,3,False,True,True,True,False
161209504,random,1.0139943267652995,1326.9184334926467,0.2,0.0,-6.986986156690702e-06,3217,24,False,True,True,True,False
161209504,random,1.1065858218822535,1327.6163492106068,0.2,0.8449921660591123,1.6263429820678954e-05,2939,23,True,True,True,True,True
161209504,random,0.6981110503898339,1326.9553809513975,0.8,0.0,-3.3948664958391844e-05,16491,38,False,True,True,True,False
161209504,random,4.010477470496603,1328.5735241690525,0.8,0.06505508359003784,4.6177004189054675e-06,3018,6,True,True,True,True,True
161209504,random,2.092250033219335,1327.4056063049222,0.8,0.0,-1.1845771086279005e-05,6440,12,False,True,True,True,False
161209504,random,0.9314183353104079,1326.907589997101,0.2,0.5124102995005729,1.2478363642221212e-05,3491,26,True,True,True,True,True
161209504,random,6.603984414609752,1329.5221676355432,0.8,0.0,-3.842668821973578e-05,2079,4,False,True,True,True,False
161209504,random,5.057556159822303,1327.721995464598,0.1,0.0,-2.4050069077551966e-05,346,5,False,False,True,False,False
161209504,random,4.676614676893306,1327.3513616522732,0.05,0.0,-7.599231608773003e-05,215,6,False,True,True,True,False
161209504,random,4.299258279132002,1330.8333575460947,0.4,10.33275756506791,8.588403108714037e-05,1159,5,True,False,True,False,False
161209504,random,3.8106447245576445,1327.646714248641,0.1,0.02827133511006249,7.387377511185205e-06,426,6,True,True,True,True,True
161209504,random,1.7673501871241173,1326.586648393232,0.8,2.1562247048120042,2.552651155337393e-05,7426,14,True,False,True,False,False
161209504,random,9.197836320352314,1327.494854623272,0.1,0.0,-5.329636169454789e-05,213,3,False,True,True,True,False
161209504,random,2.9631261300478964,1327.3121529972514,0.2,0.13024806151718682,1.0112420399541606e-05,1052,8,True,True,True,True,True
161209504,random,1.1669711997132488,1326.9699189222436,0.2,0.2159777695454423,8.100669131704184e-06,2829,21,True,True,True,True,True
161209504,random,0.9005066775255566,1326.8426346863644,0.4,0.0,-2.6903914893212045e-05,7238,28,False,True,True,True,False
161264425,random,2.444256707336545,1326.695935019347,0.8,0.0,-0.0001716727343719885,5157,11,False,False,True,False,False
161264425,random,0.8180507868428543,1327.224036045245,0.2,0.08710155791189818,1.5739040503208205e-05,3971,29,True,True,True,True,True
161264425,random,0.5742858768555367,1326.6393525523204,0.2,0.11147486508713451,1.6829914606981423e-05,5848,43,True,False,True,False,False
161264425,random,1.5775557332996857,1327.2394374732255,0.4,4.420853982620176,0.00010724765593197746,4373,16,True,False,True,False,False
