tic,k,obs_R,obs_span,obs_nfreq,n_cadences,baseline,Lb
114918596,13,0.5238735350425704,21.609323085689994,125,16410,25.271799287153044,0.6000000000000001
114948814,17,0.4608785735143901,23.682937099013998,137,16417,25.28430550431608,0.6000000000000001
102049230,14,0.6158303927029969,19.45713451983397,113,16545,24.904385830775027,0.6000000000000001
102063797,29,0.3695755133834646,47.524857123732545,280,27616,49.604040059611634,0.6000000000000001
102070608,28,0.4356130936773147,43.9165859695986,259,27618,49.60398561123429,0.6000000000000001
102086414,25,0.38631092739577344,45.53592466149644,268,27616,49.60397352336577,0.6000000000000001
114990385,10,0.8118539653711918,24.05933642140917,139,16421,25.284326726363588,0.6000000000000001
115012786,13,0.6863724865051872,23.6565407142416,137,16422,25.284304696859408,0.6000000000000001
115043101,11,0.7030843944232775,19.305183706904018,112,16420,25.284323774071026,0.6000000000000001
115273603,14,0.5054160822368086,15.937351375620437,91,11072,17.77622988997973,0.6000000000000001
115273621,6,0.761322069747814,12.97213932812133,74,11032,17.77622826482184,0.6000000000000001
115276107,4,0.8920052153193495,9.240159010858633,53,10872,17.77620430002935,0.6000000000000001
115276582,12,0.5735329554259048,14.81656673819839,84,11074,17.776238152207952,0.6000000000000001
11528214,10,0.6974918329655724,15.79293874739983,90,11201,17.77622963991962,0.6000000000000001
115284339,10,0.6035484527149227,12.497127157563227,71,10899,17.77621249706499,0.6000000000000001
115320495,10,0.7296390598372993,15.749873183862064,90,10955,17.776251866864186,0.6000000000000001
115321756,8,0.7262403430933276,13.676339567706918,78,11073,17.7762923058217,0.6000000000000001
115114717,9,0.66407417498201,15.641423897856384,91,16420,25.28436063581853,0.6000000000000001
115115136,12,0.8756999601419702,23.75380065346235,137,16414,25.278795637479107,0.6000000000000001
115150962,13,0.5813163947337865,22.955266274401538,133,16419,25.284378540960688,0.6000000000000001
11518255,8,0.8027799326018998,11.649914281008932,66,11226,17.776216904549074,0.6000000000000001
115350058,12,0.564605041818642,16.37347423613869,93,8921,17.776238309601467,0.6000000000000001
11545988,11,0.5113916307990486,15.28738927813447,87,11046,17.776228972161334,0.6000000000000001
11557550,13,0.45710997334370806,16.915141830287666,96,11041,17.776241318704706,0.6000000000000001
115692561,11,0.6317339595238686,22.23345970455125,129,16544,24.90433725438652,0.6000000000000001
11645778,10,0.5839325018851644,16.333262942487863,93,11225,17.776304215574783,0.6000000000000001
11646650,9,0.744258041363141,14.230461801284264,81,11075,17.776239480273944,0.6000000000000001
11649564,8,0.7118767020357087,16.917981190326827,96,11225,17.774927874025252,0.6000000000000001
11649619,14,0.607622931991591,16.158266971360945,92,11225,17.776326669296395,0.6000000000000001
115693639,13,0.5633781092208218,23.58488599922248,136,16545,24.904334066469346,0.6000000000000001
11615061,12,0.6036077135583271,16.70544327241805,95,11191,17.776262808973115,0.6000000000000001
11637281,11,0.5963465297832161,16.180427264039963,92,11012,17.776258867150318,0.6000000000000001
116417661,22,0.9240550988711803,23.91408331241837,138,16544,24.904363882761572,0.6000000000000001
11649757,3,0.999867834783756,7.090272819275015,40,11226,17.7763147199621,0.6000000000000001
11651884,12,0.5855025698718623,15.909658658386206,91,11022,17.776303106835257,0.6000000000000001
11652908,14,0.4332088365148127,14.91935330186243,85,11008,17.77629374611206,0.6000000000000001
117549467,3,0.9811060585453079,5.784838358610841,32,16545,24.905997937577013,0.6000000000000001
121423680,15,0.4780802045532557,22.695995796902025,131,16489,25.379375536213956,0.6000000000000001
122522271,13,0.5951660446359336,16.982156465254548,97,10890,17.776601954978105,0.6000000000000001
12377867,12,0.828300514725702,23.06536941740933,133,16546,24.904293019358192,0.6000000000000001
117643471,13,0.5612661985659841,21.726513051610482,126,16544,24.904353019815062,0.6000000000000001
117875969,11,0.5862868807758391,23.469611338294044,136,16542,24.90436117587251,0.6000000000000001
118327550,22,0.39266529039033615,23.891912435114364,139,17579,26.90445215203681,0.6000000000000001
118826478,16,0.5544299396026167,19.84321047583512,115,16541,24.904418374911074,0.6000000000000001
120414503,13,0.7103133341767485,22.090169698197997,128,16543,24.90403488654283,0.6000000000000001
120414543,15,0.4784247620389762,21.462436552447116,124,16545,24.904039912425105,0.6000000000000001
120430207,22,0.4312048589346047,24.348544160418896,141,16485,24.90409278127936,0.6000000000000001
120461208,17,0.4778715869299437,23.490288385928352,136,16542,24.904174412634347,0.6000000000000001
120461410,15,0.49591042351472536,22.534696808239005,130,16545,24.904164088923608,0.6000000000000001
120488121,16,0.46841013978962875,23.140240926100432,134,16543,24.90414446176601,0.6000000000000001
120505367,4,0.8915977519597341,11.89301342429485,69,16544,24.90418742553902,0.6000000000000001
120565939,17,0.54034201599919,24.695889257795216,143,16545,24.904223430469756,0.6000000000000001
120584779,20,0.3926912268113085,22.711173403377643,131,16545,24.904258789062624,0.6000000000000001
120608824,13,0.6867681580213372,19.019522960134964,110,16544,24.904282971318935,0.6000000000000001
120610833,19,0.5201233067723521,22.9612136247365,133,16544,24.904293006319676,0.6000000000000001
121420805,15,0.9455242274644925,22.332126413286232,129,16491,25.379368453505776,0.6000000000000001
12393723,17,0.9342107924229334,24.036258782965888,139,16546,24.904311856754248,0.6000000000000001
12393811,2,1.0,2.90552619443406,15,16546,24.9043036429548,0.6000000000000001
12393831,14,0.6247964987334544,22.483423142090714,130,16546,24.90430055655179,0.6000000000000001
12418307,13,0.635023670185337,23.136241737523505,134,16546,24.904323828440283,0.6000000000000001
12434574,8,0.9400280221566042,20.246079681160836,117,16543,24.904398452058558,0.6000000000000001
12470520,19,0.4664464051273095,24.1432817491484,140,16546,24.904408202074592,0.6000000000000001
12509612,14,0.5950601172136594,21.462736870756544,124,16546,24.90443064275769,0.6000000000000001
12773534,10,0.6224832206907186,22.5828768915992,131,16544,24.903673971571152,0.6000000000000001
12784674,7,0.7101950417642223,21.50514902325949,124,16545,24.903668083749835,0.6000000000000001
12787544,11,0.7033571095353616,23.75228165404178,137,16545,24.902275643343728,0.6000000000000001
12862099,11,0.7499179415236178,16.130204617564686,92,11186,17.77459345145553,0.6000000000000001
13099134,15,0.5130020132323667,24.14005453638765,140,16546,24.90394367187855,0.6000000000000001
136842674,11,0.5417989180712898,15.575111914156196,89,11212,17.776535754008364,0.6000000000000001
136845966,11,0.716469127105738,16.666342479057676,95,11074,17.774649772256907,0.6000000000000001
138711927,16,0.5123410645017114,22.84753460566276,132,16544,24.904482282731806,0.6000000000000001
139122986,12,0.6202011543950147,22.218320001563825,129,16491,25.379447766333215,0.6000000000000001
139453344,13,0.49691021189426865,18.489011676100517,107,16488,25.37924990405827,0.6000000000000001
139700604,3,0.9490062028376541,15.338673606737075,89,16487,25.37880205384954,0.6000000000000001
139700906,16,0.6334614654668196,24.728828184619715,143,16482,25.37881341971024,0.6000000000000001
139763851,9,0.7931528927763347,23.456656272934197,136,16486,25.378831288065157,0.6000000000000001
139825582,7,0.6477336638708243,12.195740093810855,71,16489,25.37888064723029,0.6000000000000001
139844443,16,0.538715818759225,24.156679824082858,140,16491,25.37889233486294,0.6000000000000001
139987152,13,0.5396209053623963,21.07760974952953,122,16489,25.378923202618353,0.6000000000000001
140494505,7,0.8763892338740799,13.234622966143661,75,11132,17.77620217707954,0.6000000000000001
143923307,13,0.5883700973817558,24.611019729823056,142,16490,25.379062629989676,0.6000000000000001
143923380,15,0.5989503296710036,24.91657168509073,144,16491,25.379065327565513,0.6000000000000001
143952604,3,0.999980977896528,10.848633417811925,63,16488,25.37909180227234,0.6000000000000001
144000467,8,0.8711997062837932,23.06938891543632,133,16484,25.3777243539173,0.6000000000000001
144065872,17,0.7950585995134657,21.833402875367256,126,16490,25.379258192829184,0.6000000000000001
144068927,12,0.6263604808419855,21.31815292917281,123,16491,25.379251299645148,0.6000000000000001
144102161,14,0.48638552121144607,17.315602708816414,99,11248,17.778110502887557,0.6000000000000001
144102233,11,0.5747854096038958,16.68504155213509,95,11262,17.778116115037392,0.6000000000000001
144103775,4,0.7353005420811479,2.6069920718882713,13,11453,17.778107325913425,0.6000000000000001
144284767,9,0.6873374699234333,22.109399077869057,128,16542,24.903825075399254,0.6000000000000001
144308900,19,0.4800034726078082,23.302453223825523,135,16298,24.553830522104818,0.6000000000000001
144313331,8,0.581087902336073,22.340013045510204,129,16545,24.903866216573988,0.6000000000000001
144331448,11,0.7029165985671969,23.192737514314103,134,16543,24.903845679979895,0.6000000000000001
144331556,5,0.9502822317025443,19.00527665099753,110,16545,24.90383717421082,0.6000000000000001
144335923,12,0.5704331362689568,19.23723376981161,111,16545,24.90388401787368,0.6000000000000001
144378625,14,0.5559619785919002,23.01221692558329,133,16545,24.903877531211947,0.6000000000000001
144385668,10,0.5848497444885891,19.689996810808225,114,16545,24.903876268338536,0.6000000000000001
144386555,15,0.5010172027408898,24.370546962063145,141,16543,24.903874302782242,0.6000000000000001
144387241,16,0.466031268994205,22.78867290808944,132,16542,24.90394175102574,0.6000000000000001
144387364,12,0.6209037953328022,18.267900252323898,106,16545,24.90394247466338,0.6000000000000001
144435085,10,0.6093397359390241,22.299847142363205,129,16545,24.903983019791667,0.6000000000000001
144440091,17,0.5012235603643881,23.3650666440858,135,16545,24.90395968597022,0.6000000000000001
144446304,10,0.6588009232672436,23.913657480436996,138,16545,24.903929879922543,0.6000000000000001
144458200,12,0.6318834867944105,24.25424275197861,140,16491,25.379230625680975,0.6000000000000001
144403828,14,0.5171498231700155,21.034488814808128,122,16544,24.903946306590115,0.6000000000000001
144406842,11,0.6796040491202032,21.445561550661523,124,16545,24.903888244215523,0.6000000000000001
144432683,15,0.5297022178250888,24.44563793663019,141,16545,24.90397156173003,0.6000000000000001
144434171,17,0.46392464279609524,24.169174812569054,140,16545,24.90389521795896,0.6000000000000001
144462697,39,0.8943025073695673,24.66679452192193,143,16489,25.379297325141124,0.6000000000000001
146711335,9,0.6191022388733103,16.376478946059706,93,11134,17.776488094972592,0.6000000000000001
149011533,14,0.5069840134227874,24.645967961880842,142,16544,24.904300475526725,0.6000000000000001
149274422,19,0.48693621262229403,36.37244506218394,214,27705,49.60587468919175,0.6000000000000001
141530700,23,0.4466618342422065,49.992655670263275,295,33036,53.71484420892034,0.6000000000000001
141809729,43,0.38528804157979735,76.17961378470568,452,41224,78.41431063194045,0.6000000000000001
141910606,10,0.7178475492263815,62.40443522670921,370,42070,78.41393416740334,0.6000000000000001
142105308,25,0.41132557564016214,48.220332434041666,284,24845,49.60226578731499,0.6000000000000001
150065244,28,0.47768018914767474,50.39185641187851,297,33040,53.718257845212975,0.6000000000000001
150066811,9,0.7116069360227678,15.406969189651363,88,10862,17.777808009004275,0.6000000000000001
150098542,19,0.5522572216267931,47.223834093796086,279,32976,53.71830425574535,0.6000000000000001
150098860,28,0.3837199621134302,52.04334433567192,307,33037,53.718353585661134,0.6000000000000001
149838741,17,0.4096661607669253,23.013655668292586,133,16546,24.903936051331584,0.6000000000000001
149971277,44,0.34068393019700505,75.73119688621773,449,41838,78.41871780108204,0.6000000000000001
149971537,35,0.38471935853110995,77.62975368398202,460,42063,78.4186489476474,0.6000000000000001
149973044,32,0.43865301754232555,73.77802743532379,438,41960,78.41832587797262,0.6000000000000001
150187916,24,0.9133603167460903,52.47252031785433,311,43837,78.41847170535448,0.6000000000000001
150188659,5,0.9027045067955024,22.798718142356165,132,16493,25.38067398253179,0.6000000000000001
150191881,18,0.4492222806354086,39.007010905831066,230,25522,49.60565125880885,0.6000000000000001
150249622,18,0.626779635799747,76.51708473036751,454,41819,78.41847981927594,0.6000000000000001
150030950,33,0.40266801745705005,77.57406989986202,460,44196,78.41851864367209,0.6000000000000001
150031766,28,0.40132385854387387,52.0126708317423,307,33038,53.71823154333197,0.6000000000000001
150032786,16,0.5568642078620311,44.87364986076659,265,33037,53.71671771287856,0.6000000000000001
150062502,44,0.3797846474951634,73.28100470507297,435,41895,78.41853344005949,0.6000000000000001
150250528,24,0.5489731639637783,76.88076120009055,456,41839,78.41826966051622,0.6000000000000001
150270977,24,0.45635065535450936,75.44451110949353,447,43898,78.41673355123294,0.6000000000000001
150271706,3,0.9277197328986048,16.03619070278978,91,8895,17.777867283820797,0.6000000000000001
150274632,19,0.6017533765258684,71.48928915978513,424,43900,78.4185033355493,0.6000000000000001
149989242,19,0.6372318251337089,75.73802713613782,449,44196,78.4185984863202,0.6000000000000001
149993861,43,0.31756591085930264,72.27678049503561,429,44062,78.41848747226913,0.6000000000000001
150029502,40,0.38431336117896997,77.10898169360348,457,44199,78.41871595476414,0.6000000000000001
150030205,37,0.3770943795671793,77.33398481062295,459,44195,78.41871553249666,0.6000000000000001
150102227,28,0.4020680466086498,74.90713200328128,444,43894,78.41825245090104,0.6000000000000001
150104808,24,0.6003886377887072,74.9669024316895,445,43887,78.4169142712758,0.6000000000000001
150106948,27,0.44661591790440736,51.30316930977142,303,32743,53.296239080332725,0.6000000000000001
150146973,44,0.3167899126181407,77.25040945471483,458,43899,78.4184722318073,0.6000000000000001
152069565,13,0.5341810328789988,23.207265270678363,134,16545,24.904485700219993,0.6000000000000001
152272780,5,0.7848323931199791,16.47365178543646,95,16433,25.31681517660172,0.6000000000000001
152289084,8,0.7629332833698481,14.588775617318106,83,8883,17.776271109851223,0.6000000000000001
152318730,8,0.9066968422167051,11.204151331693538,64,11073,17.774935543932315,0.6000000000000001
152475818,10,0.6550331011846087,16.957277534000013,97,11193,17.77812435095575,0.6000000000000001
152536709,6,0.6871851549653607,14.990559793929151,85,11193,17.778123664221766,0.6000000000000001
152537042,10,0.5276359350494804,15.968361860895811,91,11193,17.77811866034199,0.6000000000000001
154616668,12,0.48564845610199714,19.034318067729373,110,16546,24.903725483022754,0.6000000000000001
150299078,33,0.5862853235217804,74.24338201243268,440,41912,78.41841169537247,0.6000000000000001
150299115,38,0.35093890149531903,64.70582153025612,384,41818,78.41842096390201,0.6000000000000001
150301109,42,0.39292617810206165,77.15740630806454,458,41771,78.41852303856604,0.6000000000000001
150322652,43,0.34547468867678244,77.87004391807318,462,41763,78.41866015413643,0.6000000000000001
154844384,10,0.6938488377516934,18.280178697109022,106,16545,24.902318426905822,0.6000000000000001
154844651,12,0.6114132849996198,18.26364427342787,106,16546,24.903719113242005,0.6000000000000001
155315895,6,0.7675164552806624,19.281578522274685,112,16546,24.903737916644786,0.6000000000000001
155316003,15,0.5276692334108062,19.489904010019472,113,16544,24.90376249797282,0.6000000000000001
155944894,10,0.8258601402224461,20.266488286074946,117,16545,24.90399851699931,0.6000000000000001
155951271,14,0.6013334539981854,23.76098777770676,137,16544,24.90402246712347,0.6000000000000001
155951632,23,0.34446752113746537,23.14712068365543,134,16544,24.90406228325901,0.6000000000000001
150391118,19,0.5117690353642971,46.0363167564999,271,25426,49.6057869031406,0.6000000000000001
150391436,31,0.4696011669362794,77.67530589853845,461,41867,78.41697805815488,0.6000000000000001
150391740,17,0.6869010013220319,24.005591131969595,139,16492,25.379203801902804,0.6000000000000001
150429481,23,0.44680196011108464,47.9099487593237,282,27409,49.605793469736,0.6000000000000001
150359212,36,0.4006796144169553,72.79218291766506,432,43777,78.41864062657578,0.6000000000000001
150360766,25,0.5525266828480487,76.13644560724947,451,43896,78.41839812140415,0.6000000000000001
150390619,26,0.550817860678238,73.50150580955324,436,43891,78.41678699331624,0.6000000000000001
155967977,13,0.5752813569293292,22.96376575695058,133,16544,24.904047598164652,0.6000000000000001
155986202,15,0.5431164829538355,20.685988854216248,120,16543,24.90402224034642,0.6000000000000001
156003626,11,0.5795027032491058,24.388798034886804,141,16545,24.904068461420138,0.6000000000000001
156083493,17,0.4932841522435478,22.73609903693159,131,16545,24.90417207711016,0.6000000000000001
159628098,17,0.5005195548102281,23.809429790630475,138,16398,25.253869794265484,0.6000000000000001
159641248,7,0.8775834596019472,20.797023923656297,120,16415,25.276077807252477,0.6000000000000001
159672838,5,0.8705898695850856,10.47201060192333,60,16291,25.09414687414619,0.6000000000000001
159924919,9,0.6702511234838163,15.530812342370155,88,11235,17.778065686481114,0.6000000000000001
160148428,16,0.5832295915547074,22.1762071394719,128,16545,24.903934160281096,0.6000000000000001
160192747,11,0.5923857734013034,16.09984332776662,92,8994,17.77481420913182,0.6000000000000001
160197441,7,0.6759437271611929,15.279026713922804,87,8971,17.776229953309667,0.6000000000000001
160225415,6,0.8122262215559046,8.722107980788223,50,11072,17.774789737001356,0.6000000000000001
160069047,13,0.5532077462616285,23.346770895506324,135,16545,24.90230737490083,0.6000000000000001
160080353,10,0.6664763022178615,19.3094191796863,112,16544,24.903817135408644,0.6000000000000001
160081043,62,0.13945978275080861,24.595496952606936,142,16545,24.903826957136516,0.6000000000000001
160113035,9,0.7708243795668198,19.263758787752067,111,16543,24.904083196107422,0.6000000000000001
150430275,44,0.36749160675367576,77.96569427194436,462,40861,78.41847409785578,0.6000000000000001
150440079,26,0.4570545359761815,77.28370897837885,458,43892,78.41705296736905,0.6000000000000001
150441905,41,0.3249578691019581,70.45734886249943,418,40574,78.41849537482221,0.6000000000000001
150442748,18,0.5947289724228133,47.711364177147516,281,24186,49.60582293950347,0.6000000000000001
156087003,17,0.5273427998771691,23.270837340181515,135,16545,24.904179418726017,0.6000000000000001
158536201,16,0.4946223222766002,19.984851326902117,116,16545,24.904350340632845,0.6000000000000001
158536220,10,0.6811347299747763,22.518224054894745,130,16544,24.904346879605328,0.6000000000000001
158624328,27,0.49293236164892984,48.09858527547112,283,27416,49.604101123638884,0.6000000000000001
161112458,14,0.5622164560563968,24.615370009690423,142,16491,25.37926383804097,0.6000000000000001
161153394,16,0.4334585919440841,21.78896773151996,126,16485,25.37925066401749,0.6000000000000001
161154963,5,0.9261073646973884,11.334673078586547,66,16489,25.379209757536046,0.6000000000000001
161168147,13,0.5556150566332948,21.932059113840978,127,16491,25.37929135489776,0.6000000000000001
161168483,12,0.5901441350828159,22.233458997081016,129,16487,25.379263864583663,0.6000000000000001
161169062,17,0.4573475751935192,21.27087572627579,123,16491,25.37921009188085,0.6000000000000001
161170644,5,0.8709756333658837,13.48753257935914,78,16488,25.379293506718568,0.6000000000000001
161173424,14,0.603416823045536,22.241777461455285,129,16491,25.37928402632042,0.6000000000000001
164681149,8,0.5804237343429,8.629189499659333,49,10986,17.776430874047946,0.6000000000000001
164695091,12,0.4735833103292897,14.512596623241507,83,10933,17.776469762819033,0.6000000000000001
164698728,5,0.8860322150224684,12.16535177361925,69,11138,17.776442987295013,0.6000000000000001
161174069,14,0.562507239241851,20.804278692344724,120,16491,25.379309548749916,0.6000000000000001
161209504,16,0.5146319426577163,20.898724120842644,121,16491,25.37923890746697,0.6000000000000001
161221229,2,1.0,4.072192513482605,22,16484,25.37929849208831,0.6000000000000001
161223640,15,0.48316000680630555,22.79452797397994,132,16491,25.3792519990684,0.6000000000000001
161264425,3,0.9962213447031998,9.55276966659494,55,16487,25.379288564189665,0.6000000000000001
161271850,11,0.7103487993908715,24.308497009770463,141,16490,25.379343128051005,0.6000000000000001
161272468,13,0.6436252318020219,25.102891957157453,145,16489,25.37928269173517,0.6000000000000001
161291273,15,0.5408366925533815,21.479320133384363,124,16489,25.379313506405197,0.6000000000000001
164720895,10,0.5689134219629283,14.293138062891103,81,11138,17.776460102209967,0.6000000000000001
164720937,6,0.9084606194156736,13.508384873473005,77,11137,17.776454129172635,0.6000000000000001
164753256,3,0.9459765073345849,15.952888801540212,91,11136,17.775100087676492,0.6000000000000001
164767175,8,0.6424194350156135,11.401429257043901,65,11054,17.775121828470674,0.6000000000000001
161376559,16,0.5941811168741846,23.82661282331037,138,16161,24.91967455288659,0.6000000000000001
161440068,14,0.6314477089582261,23.287734284618182,134,14649,23.96690393375866,0.6000000000000001
161458420,11,0.5683551157463075,20.09178723628429,116,16374,25.379393272321067,0.6000000000000001
161459089,13,0.5327990388106854,21.203026087103353,122,14676,24.009983315290356,0.6000000000000001
161306328,18,0.4266852069981226,23.86123621652041,138,16487,25.379304636023335,0.6000000000000001
161313695,17,0.7129044197668438,22.515400536576408,130,16486,25.379315383485846,0.6000000000000001
161358441,14,0.5249095973083463,23.001588698824435,133,16490,25.37935809440478,0.6000000000000001
161376469,13,0.525406866242719,23.146042856781605,134,15948,24.615510603410712,0.6000000000000001
164768954,12,0.6210711735378897,15.133454440966034,86,10968,17.776504766578,0.6000000000000001
164772943,13,0.5378943605432842,15.66536980674141,89,11009,17.77512506761059,0.6000000000000001
164775178,4,0.934950639359262,15.570967742414496,89,11137,17.775155412428376,0.6000000000000001
165889185,8,0.7455359866340611,15.129048581094594,86,11056,17.776265388736647,0.6000000000000001
165940959,4,0.8402469087683607,4.674943491209433,26,8967,17.776305971816328,0.6000000000000001
166975595,9,0.7540906937351136,19.70539345807697,116,25405,78.41460224804337,0.6000000000000001
167456185,5,0.9909371147016144,11.411124095341393,65,11074,17.77631798890434,0.6000000000000001
167526213,9,0.7015933380920907,40.51557392050563,239,27403,49.60453648290968,0.6000000000000001
169266000,11,0.6845023444214375,20.424842068017142,118,16545,24.90401934975398,0.6000000000000001
169304346,11,0.5581280428965697,20.710995323352336,120,16545,24.90403719016922,0.6000000000000001
175391698,19,0.50333294588014,22.203802745964595,128,16544,24.903770851470654,0.6000000000000001
175392087,7,0.7882313163037727,17.31635244841368,100,16545,24.903744633343194,0.6000000000000001
175397329,14,0.5145142428594691,21.803791482231645,126,16544,24.9037660430522,0.6000000000000001
175405764,5,0.8083735250429706,12.638606180657916,73,16543,24.903766652602826,0.6000000000000001
175405928,11,0.6431189841544893,22.98019003783952,133,16545,24.903754211995874,0.6000000000000001
175409859,15,0.5897984034246251,21.676013405858157,125,16545,24.9037680109368,0.6000000000000001
175411371,16,0.5622295481677216,21.552434681915656,125,16545,24.903779167249922,0.6000000000000001
175457541,17,0.4446464346371949,23.305204421407097,135,16545,24.90378735636932,0.6000000000000001
175475124,15,0.6114604702186639,23.192706371721215,134,16544,24.903815622475122,0.6000000000000001
179492666,10,0.6472233236665391,19.98499112953664,116,16544,24.90446604931367,0.6000000000000001
179677491,15,0.46815741074800665,23.86281358129213,138,16545,24.9044887987302,0.6000000000000001
179678378,9,0.6687284635081986,21.58492797293684,125,16545,24.904402678400402,0.6000000000000001
178171862,13,0.6085734723123265,16.625250519408382,95,11035,17.778042381530668,0.6000000000000001
179282641,18,0.4729200529412946,22.933625190383964,133,16543,24.904469946432982,0.6000000000000001
179284271,15,0.5371906468029821,18.723825255972088,108,16542,24.904453992411618,0.6000000000000001
179491590,20,0.4912458040974754,21.200227423701563,123,16544,24.904446247533087,0.6000000000000001
179823111,18,0.5670401618764326,22.24195279408741,129,16542,24.904461704228197,0.6000000000000001
179985715,19,0.45512541429434616,22.329429136211274,129,16544,24.904469680074726,0.6000000000000001
179986582,4,0.9904740965471842,21.354415686899756,123,16543,24.90446351006267,0.6000000000000001
180413022,2,1.0,7.247230436769996,41,16490,25.379028792479403,0.6000000000000001
183529462,5,0.949102525363522,20.626359367225632,119,16545,24.90417847599474,0.6000000000000001
183529631,17,0.4775594926704201,23.766649656362006,137,16544,24.904157098882024,0.6000000000000001
