tic,k,obs_R,obs_nfreq,ge_own,ge_fixed,gate_own,gate_fixed
101017638,12,0.6768773030413139,92,164,165,False,False
101058021,8,0.6768521818429789,87,650,651,False,False
101070347,14,0.49147217502301066,86,832,830,False,False
101099031,4,0.9195059550318219,33,304,273,False,False
101100320,7,0.8846101375696442,84,99,102,False,False
101101390,14,0.51711158540584,87,771,767,False,False
101126095,10,0.6598549315757009,87,589,600,False,False
101139085,9,0.7865168076990889,66,162,146,False,False
100975203,9,0.6909096156124621,94,293,304,False,False
100990409,5,0.7709909296251236,63,348,334,False,False
101014057,12,0.5669634270133618,90,715,723,False,False
101017159,12,0.5127945671787718,83,756,760,False,False
101930558,16,0.44173840260103725,109,859,848,False,False
101932572,15,0.5256082442439971,127,399,401,False,False
101932654,19,0.42998870355827057,128,750,753,False,False
101933280,10,0.6880078489006378,125,618,623,False,False
101944261,11,0.6283358178997818,126,497,494,False,False
101948395,12,0.5290375674145482,106,730,716,False,False
101948780,15,0.47428076648896034,138,662,671,False,False
101949364,19,0.4669908820500219,136,732,737,False,False
10802452,2,1.0,18,155,0,False,True
10819194,7,0.6917943116576595,73,554,540,False,False
10838083,9,0.615854219146979,96,664,677,False,False
100107681,34,0.43799633232752244,281,168,167,False,False
100123131,33,0.32861094149241254,272,978,979,False,False
100123854,8,0.6283351900569243,82,630,619,False,False
100921427,13,0.6571441742328262,90,313,316,False,False
111244232,11,0.45777082242436307,86,923,920,False,False
111245072,13,0.6101443441167952,96,315,320,False,False
111267568,3,0.9918190008946336,45,147,151,False,False
111269697,6,0.7873601322880631,95,400,422,False,False
101949836,11,0.712449602888999,141,121,129,False,False
101963736,12,0.5955594814600425,125,197,190,False,False
101992165,17,0.560326256177954,135,243,231,False,False
102029678,18,0.38185391770943,135,979,980,False,False
100029948,28,0.9967491873524947,286,0,0,True,True
100067280,27,0.47055397624307005,272,228,219,False,False
100100827,48,0.7256244393179795,286,0,0,True,True
100100829,35,0.5497291993457553,227,6,3,True,True
100101948,34,0.42421207823608365,281,380,397,False,False
100102303,32,0.33157192771227306,282,970,970,False,False
100103683,26,0.3678020154460627,277,913,905,False,False
100106368,28,0.4572651982692244,285,353,355,False,False
114750450,18,0.4613660800400683,125,758,751,False,False
114750474,11,0.8625154679670021,123,61,60,False,False
114818487,4,0.9289298891713825,61,324,301,False,False
114818789,10,0.6396427818566596,97,384,369,False,False
114858562,11,0.5477234251666663,128,779,770,False,False
114859570,17,0.4622799432544735,140,621,620,False,False
114918596,13,0.5238735350425704,125,691,698,False,False
114948814,17,0.4608785735143901,137,811,816,False,False
114949823,11,0.5957877161914465,136,527,533,False,False
114950121,3,0.3437500067933488,2,674,525,False,False
114952667,3,0.999980840703553,98,61,14,False,False
114953091,11,0.6991246816777953,131,85,85,False,False
114990385,10,0.8118539653711918,139,77,81,False,False
115012786,13,0.6863724865051872,137,56,59,False,False
115043101,11,0.7030843944232775,112,192,201,False,False
102049230,14,0.6158303927029969,113,275,272,False,False
102063797,29,0.3695755133834646,280,866,866,False,False
102070608,28,0.4356130936773147,259,389,387,False,False
102086414,25,0.38631092739577344,268,876,879,False,False
115114717,9,0.66407417498201,91,465,440,False,False
115115136,12,0.8756999601419702,137,6,5,True,True
115150962,13,0.5813163947337865,133,703,709,False,False
11518255,8,0.8027799326018998,66,353,335,False,False
115273603,14,0.5054160822368086,91,724,723,False,False
115273621,6,0.761322069747814,74,470,460,False,False
115276107,4,0.8920052153193495,53,88,76,False,False
115276582,12,0.5735329554259048,84,618,599,False,False
11528214,10,0.6974918329655724,90,69,66,False,False
115284339,10,0.6035484527149227,71,618,587,False,False
115320495,10,0.7296390598372993,90,167,177,False,False
115321756,8,0.7262403430933276,78,495,485,False,False
115350058,12,0.564605041818642,93,680,684,False,False
11545988,11,0.5113916307990486,87,788,783,False,False
11557550,13,0.45710997334370806,96,829,830,False,False
115692561,11,0.6317339595238686,129,212,214,False,False
11645778,10,0.5839325018851644,93,585,583,False,False
11646650,9,0.744258041363141,81,191,182,False,False
11649564,8,0.7118767020357087,96,442,452,False,False
11649619,14,0.607622931991591,92,345,348,False,False
115693639,13,0.5633781092208218,136,578,582,False,False
11615061,12,0.6036077135583271,95,281,300,False,False
11637281,11,0.5963465297832161,92,389,385,False,False
116417661,22,0.9240550988711803,138,0,0,True,True
11649757,3,0.999867834783756,40,5,2,True,True
11651884,12,0.5855025698718623,91,576,577,False,False
11652908,14,0.4332088365148127,85,857,856,False,False
117549467,3,0.9811060585453079,32,212,179,False,False
121423680,15,0.4780802045532557,131,767,764,False,False
122522271,13,0.5951660446359336,97,356,374,False,False
12377867,12,0.828300514725702,133,8,9,True,True
117643471,13,0.5612661985659841,126,477,483,False,False
117875969,11,0.5862868807758391,136,572,569,False,False
118327550,22,0.39266529039033615,139,942,940,False,False
118826478,16,0.5544299396026167,115,369,364,False,False
120461410,15,0.49591042351472536,130,651,655,False,False
120488121,16,0.46841013978962875,134,538,532,False,False
120505367,4,0.8915977519597341,69,541,507,False,False
120565939,17,0.54034201599919,143,215,221,False,False
120414503,13,0.7103133341767485,128,199,208,False,False
120414543,15,0.4784247620389762,124,733,720,False,False
120430207,22,0.4312048589346047,141,797,804,False,False
120461208,17,0.4778715869299437,136,744,741,False,False
120584779,20,0.3926912268113085,131,917,924,False,False
120608824,13,0.6867681580213372,110,129,120,False,False
120610833,19,0.5201233067723521,133,284,283,False,False
121420805,15,0.9455242274644925,129,0,0,True,True
12393723,17,0.9342107924229334,139,1,1,True,True
12393811,2,1.0,15,126,0,False,True
12393831,14,0.6247964987334544,130,78,84,False,False
12418307,13,0.635023670185337,134,216,224,False,False
12434574,8,0.9400280221566042,117,38,44,False,False
12470520,19,0.4664464051273095,140,704,711,False,False
12509612,14,0.5950601172136594,124,327,334,False,False
12773534,10,0.6224832206907186,131,188,184,False,False
12784674,7,0.7101950417642223,124,478,482,False,False
12787544,11,0.7033571095353616,137,141,141,False,False
12862099,11,0.7499179415236178,92,27,26,False,False
13099134,15,0.5130020132323667,140,431,440,False,False
136842674,11,0.5417989180712898,89,797,797,False,False
136845966,11,0.716469127105738,95,122,125,False,False
138711927,16,0.5123410645017114,132,671,670,False,False
139122986,12,0.6202011543950147,129,278,271,False,False
139453344,13,0.49691021189426865,107,464,426,False,False
139700604,3,0.9490062028376541,89,277,306,False,False
139700906,16,0.6334614654668196,143,24,25,False,False
139763851,9,0.7931528927763347,136,166,173,False,False
139825582,7,0.6477336638708243,71,641,561,False,False
139844443,16,0.538715818759225,140,434,435,False,False
139987152,13,0.5396209053623963,122,411,403,False,False
140494505,7,0.8763892338740799,75,57,58,False,False
143923307,13,0.5883700973817558,142,298,301,False,False
143923380,15,0.5989503296710036,144,204,201,False,False
143952604,3,0.999980977896528,63,79,20,False,False
144000467,8,0.8711997062837932,133,35,41,False,False
144065872,17,0.7950585995134657,126,0,0,True,True
144068927,12,0.6263604808419855,123,541,526,False,False
144102161,14,0.48638552121144607,99,677,684,False,False
144102233,11,0.5747854096038958,95,547,541,False,False
144103775,4,0.7353005420811479,13,748,419,False,False
144284767,9,0.6873374699234333,128,398,404,False,False
144308900,19,0.4800034726078082,135,501,510,False,False
144313331,8,0.581087902336073,129,819,828,False,False
144331448,11,0.7029165985671969,134,209,221,False,False
144331556,5,0.9502822317025443,110,128,149,False,False
144335923,12,0.5704331362689568,111,536,522,False,False
144378625,14,0.5559619785919002,133,585,583,False,False
144385668,10,0.5848497444885891,114,657,659,False,False
144386555,15,0.5010172027408898,141,737,739,False,False
144387241,16,0.466031268994205,132,614,612,False,False
144387364,12,0.6209037953328022,106,413,392,False,False
144403828,14,0.5171498231700155,122,630,626,False,False
144406842,11,0.6796040491202032,124,163,162,False,False
144432683,15,0.5297022178250888,141,373,388,False,False
144434171,17,0.46392464279609524,140,649,661,False,False
144435085,10,0.6093397359390241,129,668,678,False,False
144440091,17,0.5012235603643881,135,523,516,False,False
144446304,10,0.6588009232672436,138,185,193,False,False
144458200,12,0.6318834867944105,140,268,280,False,False
144462697,39,0.8943025073695673,143,0,0,True,True
146711335,9,0.6191022388733103,93,626,642,False,False
149011533,14,0.5069840134227874,142,634,638,False,False
149274422,19,0.48693621262229403,214,490,460,False,False
141530700,23,0.4466618342422065,295,481,479,False,False
141809729,43,0.38528804157979735,452,443,451,False,False
141910606,10,0.7178475492263815,370,169,168,False,False
142105308,25,0.41132557564016214,284,863,860,False,False
150065244,28,0.47768018914767474,297,247,249,False,False
150066811,9,0.7116069360227678,88,244,238,False,False
150098542,19,0.5522572216267931,279,417,417,False,False
150098860,28,0.3837199621134302,307,882,875,False,False
149838741,17,0.4096661607669253,133,860,858,False,False
149971277,44,0.34068393019700505,449,770,773,False,False
149971537,35,0.38471935853110995,460,510,518,False,False
149973044,32,0.43865301754232555,438,448,443,False,False
150187916,24,0.9133603167460903,311,0,0,True,True
150188659,5,0.9027045067955024,132,79,88,False,False
150191881,18,0.4492222806354086,230,818,800,False,False
150249622,18,0.626779635799747,454,130,132,False,False
150030950,33,0.40266801745705005,460,485,495,False,False
150031766,28,0.40132385854387387,307,626,626,False,False
150032786,16,0.5568642078620311,265,423,414,False,False
150062502,44,0.3797846474951634,435,545,531,False,False
150250528,24,0.5489731639637783,456,91,95,False,False
150270977,24,0.45635065535450936,447,619,619,False,False
150271706,3,0.9277197328986048,91,452,513,False,False
150274632,19,0.6017533765258684,424,154,160,False,False
149989242,19,0.6372318251337089,449,74,74,False,False
149993861,43,0.31756591085930264,429,961,956,False,False
150029502,40,0.38431336117896997,457,462,445,False,False
150030205,37,0.3770943795671793,459,614,613,False,False
150102227,28,0.4020680466086498,444,764,757,False,False
150104808,24,0.6003886377887072,445,62,57,False,False
150106948,27,0.44661591790440736,303,217,215,False,False
150146973,44,0.3167899126181407,458,973,970,False,False
152069565,13,0.5341810328789988,134,575,574,False,False
152272780,5,0.7848323931199791,95,591,600,False,False
152289084,8,0.7629332833698481,83,232,230,False,False
152318730,8,0.9066968422167051,64,15,12,False,False
152475818,10,0.6550331011846087,97,480,491,False,False
152536709,6,0.6871851549653607,85,737,744,False,False
152537042,10,0.5276359350494804,91,649,641,False,False
154616668,12,0.48564845610199714,110,741,722,False,False
154844384,10,0.6938488377516934,106,426,402,False,False
154844651,12,0.6114132849996198,106,673,667,False,False
155315895,6,0.7675164552806624,112,403,420,False,False
155316003,15,0.5276692334108062,113,633,616,False,False
155944894,10,0.8258601402224461,117,9,12,True,False
155951271,14,0.6013334539981854,137,256,262,False,False
155951632,23,0.34446752113746537,134,940,937,False,False
150299078,33,0.5862853235217804,440,0,0,True,True
150299115,38,0.35093890149531903,384,847,824,False,False
150301109,42,0.39292617810206165,458,261,259,False,False
150322652,43,0.34547468867678244,462,662,656,False,False
150359212,36,0.4006796144169553,432,533,528,False,False
150360766,25,0.5525266828480487,451,135,139,False,False
150390619,26,0.550817860678238,436,34,34,False,False
150391118,19,0.5117690353642971,271,319,330,False,False
150391436,31,0.4696011669362794,461,67,68,False,False
150391740,17,0.6869010013220319,139,77,83,False,False
150429481,23,0.44680196011108464,282,614,618,False,False
155967977,13,0.5752813569293292,133,419,418,False,False
155986202,15,0.5431164829538355,120,523,508,False,False
156003626,11,0.5795027032491058,141,431,448,False,False
156083493,17,0.4932841522435478,131,490,491,False,False
159628098,17,0.5005195548102281,138,764,762,False,False
159641248,7,0.8775834596019472,120,136,144,False,False
159672838,5,0.8705898695850856,60,572,530,False,False
159924919,9,0.6702511234838163,88,550,565,False,False
160148428,16,0.5832295915547074,128,407,414,False,False
160192747,11,0.5923857734013034,92,651,663,False,False
160197441,7,0.6759437271611929,87,470,462,False,False
160225415,6,0.8122262215559046,50,292,261,False,False
156087003,17,0.5273427998771691,135,443,448,False,False
158536201,16,0.4946223222766002,116,649,644,False,False
158536220,10,0.6811347299747763,130,120,120,False,False
158624328,27,0.49293236164892984,283,108,108,False,False
150430275,44,0.36749160675367576,462,571,572,False,False
150440079,26,0.4570545359761815,458,607,608,False,False
150441905,41,0.3249578691019581,418,899,893,False,False
150442748,18,0.5947289724228133,281,276,287,False,False
160069047,13,0.5532077462616285,135,605,606,False,False
160080353,10,0.6664763022178615,112,285,281,False,False
160081043,62,0.13945978275080861,142,991,990,False,False
160113035,9,0.7708243795668198,111,167,167,False,False
161112458,14,0.5622164560563968,142,357,359,False,False
